# wkgb/4g9s_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    81     10 20.000 |  9.413  9.003 10.000       2      4      6   1.012
    81     15 19.000 |  9.116  8.546 10.000       3      5      7   0.972
    81     17 18.000 |  9.014  8.420 10.000       3      5      7   0.972
    81     20 17.000 |  8.843  8.177 10.000       4      6      8   0.920
    81     28 16.000 |  8.426  7.596 10.000       5      8     12   0.958
    81     40 15.000 |  7.745  6.596 10.000       8     13     19   0.860
    81     58 14.000 |  7.389  5.908  6.822       9     20     26   0.806
    81     79 13.000 |  8.185  5.686  3.380      12     23     32   0.816
    81    107 12.000 |  5.499  3.865  1.975      14     25     37   0.819
    81    144 11.000 |  4.390  2.907  1.216      18     32     47   0.817
    81    191 10.000 |  3.129  2.041  0.979      20     42     56   0.759
    81    249  9.000 |  2.423  1.614  0.872      20     45     61   0.724
    81    312  8.000 |  1.877  1.271  0.821      20     49     66   0.721
    81    386  7.000 |  1.292  0.980  0.786      23     54     72   0.720
    81    504  6.000 |  1.041  0.852  0.781      23     55     76   0.748
    81    660  5.000 |  0.943  0.798  0.777      24     57     78   0.742
    81    846  4.000 |  0.796  0.718  0.699      26     60     81   0.718
    81   1105  3.000 |  0.793  0.716  0.699      26     60     81   0.716
    81   1468  2.000 |  0.793  0.716  0.699      26     60     81   0.716
    81   1469  1.000 |  0.793  0.716  0.699      26     60     81   0.716
    81   1469  0.000 |  0.793  0.716  0.699      26     60     81   0.716
#
