# wkgb/2xod_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    29      4 20.000 |  9.404  9.067 10.000       1      1      2   0.885
    29      7 19.000 |  9.051  8.549 10.000       1      1      3   1.049
    29      9 18.000 |  9.011  8.355 10.000       1      1      4   1.047
    29     10 17.000 |  8.846  8.087 10.000       2      2      5   0.931
    29     16 16.000 |  8.600  7.567 10.000       2      3      6   0.877
    29     26 15.000 | 10.884  8.568  7.983       3      4      8   0.862
    29     37 14.000 |  7.886  6.026  5.027       4      5     10   0.855
    29     54 13.000 |  5.764  4.222  4.062       4      9     13   0.756
    29     65 12.000 |  4.677  3.598  3.926       4      9     14   0.806
    29     83 11.000 |  3.767  2.667  1.259       4     12     17   0.763
    29    103 10.000 |  3.464  2.478  1.259       4     12     17   0.763
    29    133  9.000 |  3.161  2.126  1.014       4     14     19   0.757
    29    184  8.000 |  2.312  1.626  1.014       4     14     21   0.848
    29    234  7.000 |  1.927  1.351  0.757       4     16     23   0.836
    29    304  6.000 |  1.074  0.961  0.757       4     16     26   0.876
    29    409  5.000 |  0.963  0.879  0.722       5     17     28   0.836
    29    560  4.000 |  0.963  0.879  0.722       5     17     28   0.836
    29    719  3.000 |  0.963  0.879  0.722       5     17     28   0.836
    29    954  2.000 |  0.963  0.879  0.722       5     17     28   0.836
    29    954  1.000 |  0.963  0.879  0.722       5     17     28   0.836
    29    954  0.000 |  0.963  0.879  0.722       5     17     28   0.836
#
