# wkgb/1k4i_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    83     18 20.000 |  8.987  8.308 10.000       5     11     11   0.546
    83     20 19.000 |  8.855  8.095 10.000       6     12     12   0.633
    83     28 18.000 |  8.548  7.571 10.000      10     16     16   0.539
    83     35 17.000 |  8.133  7.000 10.000      10     18     19   0.585
    83     52 16.000 |  7.235  5.671  6.964      14     26     29   0.677
    83     62 15.000 |  7.138  5.418  4.430      15     28     31   0.663
    83     81 14.000 |  9.571  5.957  1.775      15     34     37   0.690
    83    110 13.000 |  5.860  3.670  1.206      19     39     45   0.672
    83    145 12.000 |  3.307  2.106  0.875      23     44     53   0.716
    83    181 11.000 |  2.329  1.487  0.682      26     51     61   0.692
    83    218 10.000 |  1.842  1.245  0.677      26     54     64   0.668
    83    271  9.000 |  1.578  1.111  0.670      27     56     65   0.650
    83    352  8.000 |  1.335  0.941  0.599      30     61     71   0.630
    83    458  7.000 |  1.000  0.766  0.590      30     66     77   0.633
    83    594  6.000 |  0.929  0.732  0.590      30     68     78   0.632
    83    749  5.000 |  0.796  0.679  0.590      30     70     80   0.624
    83    963  4.000 |  0.712  0.637  0.590      30     72     83   0.637
    83   1212  3.000 |  0.712  0.637  0.590      30     72     83   0.637
    83   1643  2.000 |  0.712  0.637  0.590      30     72     83   0.637
    83   1646  1.000 |  0.712  0.637  0.590      30     72     83   0.637
    83   1646  0.000 |  0.712  0.637  0.590      30     72     83   0.637
#
