# wkgb/4ga2_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    43      1 20.000 |  9.883  9.777 10.000       1      1      1   0.403
    43      4 19.000 |  9.649  9.385 10.000       1      1      2   0.826
    43      6 18.000 |  9.467  9.123 10.000       1      2      3   0.830
    43      7 17.000 |  9.363  8.983 10.000       1      2      3   0.830
    43     13 16.000 |  8.973  8.417 10.000       2      4      5   0.764
    43     18 15.000 |  8.399  7.567 10.000       3      7      8   0.703
    43     29 14.000 |  7.465  6.079  6.606       6     13     15   0.636
    43     48 13.000 |  7.107  4.935  4.152       9     17     20   0.625
    43     66 12.000 |  5.748  3.966  1.256      11     19     22   0.666
    43     89 11.000 |  4.640  3.126  1.044      12     21     25   0.620
    43    110 10.000 |  3.820  2.377  0.882      13     25     29   0.640
    43    149  9.000 |  2.762  1.781  0.727      15     27     31   0.620
    43    218  8.000 |  1.941  1.228  0.684      17     31     36   0.626
    43    290  7.000 |  1.201  0.908  0.684      17     31     37   0.725
    43    390  6.000 |  0.878  0.761  0.684      17     32     40   0.761
    43    514  5.000 |  0.878  0.761  0.684      17     32     40   0.761
    43    682  4.000 |  0.824  0.722  0.684      17     34     41   0.722
    43    976  3.000 |  0.784  0.694  0.667      17     35     42   0.694
    43   1362  2.000 |  0.742  0.673  0.667      17     35     43   0.673
    43   1366  1.000 |  0.742  0.673  0.667      17     35     43   0.673
    43   1366  0.000 |  0.742  0.673  0.667      17     35     43   0.673
#
