# wkgb/7a3h_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
   129     24 20.000 |  9.096  8.457 10.000       7     14     16   0.636
   129     33 19.000 |  8.804  7.975 10.000      11     20     22   0.595
   129     44 18.000 |  8.448  7.390 10.000      13     27     29   0.606
   129     55 17.000 |  8.086  6.810 10.000      15     34     36   0.616
   129     71 16.000 |  7.529  6.047  9.361      18     40     41   0.649
   129     95 15.000 |  7.117  5.346  3.768      22     46     48   0.702
   129    127 14.000 |  7.830  4.986  1.723      25     55     60   0.732
   129    153 13.000 |  6.382  4.080  1.538      27     58     64   0.744
   129    183 12.000 |  4.728  3.040  1.151      30     64     71   0.743
   129    237 11.000 |  3.332  2.094  0.894      35     72     82   0.746
   129    309 10.000 |  2.156  1.419  0.791      38     82     95   0.713
   129    385  9.000 |  1.664  1.157  0.772      38     86    103   0.723
   129    498  8.000 |  1.341  0.983  0.709      41     91    107   0.717
   129    630  7.000 |  1.106  0.857  0.685      42     96    113   0.719
   129    783  6.000 |  1.026  0.814  0.669      43     98    116   0.712
   129    974  5.000 |  0.928  0.753  0.652      44    103    121   0.687
   129   1223  4.000 |  0.907  0.740  0.638      44    104    122   0.686
   129   1523  3.000 |  0.893  0.733  0.638      44    105    123   0.681
   129   1965  2.000 |  0.864  0.718  0.638      44    106    125   0.679
   129   1966  1.000 |  0.864  0.718  0.638      44    106    125   0.679
   129   1966  0.000 |  0.864  0.718  0.638      44    106    125   0.679
#
