# wkgb/2cws_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    94     21 20.000 |  8.923  8.220 10.000       7     11     12   0.757
    94     28 19.000 |  8.597  7.742 10.000       8     12     14   0.848
    94     42 18.000 |  7.986  6.874 10.000       9     17     20   0.820
    94     52 17.000 |  7.828  6.430  9.964      11     22     25   0.802
    94     63 16.000 |  8.363  6.556  6.797      11     22     27   0.823
    94     79 15.000 |  8.713  6.182  3.926      15     28     35   0.822
    94     97 14.000 | 10.406  6.566  2.815      15     30     39   0.810
    94    130 13.000 |  5.962  3.871  1.664      17     35     44   0.826
    94    167 12.000 |  3.932  2.651  1.351      21     40     50   0.816
    94    217 11.000 |  2.909  1.985  0.988      25     47     59   0.767
    94    276 10.000 |  2.173  1.540  0.851      27     51     64   0.740
    94    332  9.000 |  1.854  1.302  0.771      29     57     71   0.724
    94    410  8.000 |  1.527  1.101  0.727      29     60     76   0.746
    94    514  7.000 |  1.193  0.914  0.707      29     64     83   0.749
    94    651  6.000 |  0.933  0.784  0.691      30     66     89   0.738
    94    799  5.000 |  0.894  0.770  0.691      30     66     90   0.733
    94    981  4.000 |  0.881  0.765  0.691      30     66     90   0.732
    94   1220  3.000 |  0.881  0.765  0.691      30     66     90   0.732
    94   1533  2.000 |  0.847  0.742  0.655      31     67     91   0.725
    94   1533  1.000 |  0.847  0.742  0.655      31     67     91   0.725
    94   1533  0.000 |  0.847  0.742  0.655      31     67     91   0.725
#
