# wkgb/3bwh_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    74     13 20.000 |  9.156  8.569 10.000       6      8      8   0.557
    74     15 19.000 |  9.063  8.414 10.000       6      9      9   0.555
    74     21 18.000 |  8.746  7.969 10.000       8     11     11   0.527
    74     25 17.000 |  8.565  7.755 10.000       8     11     11   0.527
    74     39 16.000 |  7.836  6.745  9.693      11     16     16   0.611
    74     57 15.000 |  7.128  5.693  5.712      14     22     22   0.643
    74     82 14.000 |  7.214  5.078  4.177      16     27     28   0.671
    74    103 13.000 |  5.876  4.008  2.447      18     31     33   0.615
    74    128 12.000 |  4.322  3.024  1.307      19     35     38   0.636
    74    165 11.000 |  3.282  2.197  0.889      23     40     45   0.626
    74    218 10.000 |  2.635  1.659  0.721      27     47     52   0.597
    74    275  9.000 |  2.149  1.330  0.581      29     52     57   0.612
    74    363  8.000 |  1.490  0.990  0.549      30     55     61   0.636
    74    494  7.000 |  0.957  0.735  0.539      33     59     66   0.625
    74    634  6.000 |  0.763  0.635  0.527      34     62     70   0.611
    74    793  5.000 |  0.763  0.635  0.527      34     62     70   0.611
    74   1026  4.000 |  0.692  0.596  0.519      35     63     72   0.596
    74   1290  3.000 |  0.692  0.596  0.519      35     63     72   0.596
    74   1698  2.000 |  0.692  0.596  0.519      35     63     72   0.596
    74   1699  1.000 |  0.692  0.596  0.519      35     63     72   0.596
    74   1699  0.000 |  0.692  0.596  0.519      35     63     72   0.596
#
