# 3drism/3vla_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
   177     13 16.000 |  9.634  9.338 10.000       7      8      9   0.618
   177     18 15.000 |  9.513  9.137 10.000       8     10     12   0.660
   177     24 14.000 |  9.347  8.872 10.000       9     13     15   0.659
   177     30 13.000 |  9.177  8.578 10.000      14     18     20   0.577
   177     47 12.000 |  8.775  7.939 10.000      17     26     29   0.611
   177     63 11.000 |  8.331  7.279 10.000      22     35     38   0.614
   177     92 10.000 |  7.541  6.220  9.151      29     47     52   0.609
   177    135  9.000 |  6.589  5.026  4.160      34     59     64   0.628
   177    194  8.000 |  6.965  3.922  1.456      42     81     90   0.676
   177    295  7.000 |  2.674  1.808  0.872      46     99    114   0.701
   177    457  6.000 |  1.658  1.154  0.724      52    117    137   0.740
   177    665  5.000 |  1.287  0.953  0.642      52    124    149   0.754
   177    927  4.000 |  1.200  0.901  0.636      52    128    153   0.747
   177   1256  3.000 |  1.187  0.893  0.636      52    129    154   0.742
   177   1635  2.000 |  1.187  0.892  0.636      52    129    154   0.741
   177   1875  1.000 |  1.187  0.892  0.636      52    129    154   0.741
   177   1875  0.000 |  1.187  0.892  0.636      52    129    154   0.741
   177   1875 -1.000 |  1.187  0.892  0.636      52    129    154   0.741
   177   1875 -2.000 |  1.187  0.892  0.636      52    129    154   0.741
#
