# 3drism/1eb6_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    67      5 16.000 |  9.659  9.432 10.000       1      1      3   0.874
    67      7 15.000 |  9.533  9.233 10.000       2      2      4   0.777
    67      7 14.000 |  9.533  9.233 10.000       2      2      4   0.777
    67     11 13.000 |  9.293  8.813 10.000       3      4      7   0.728
    67     20 12.000 |  8.704  7.905 10.000       5      9     12   0.709
    67     28 11.000 |  8.170  7.071 10.000       7     13     17   0.678
    67     39 10.000 |  7.294  5.834  6.674       9     18     25   0.717
    67     50  9.000 |  6.596  4.960  3.220      10     21     29   0.714
    67     83  8.000 |  4.528  3.047  1.275      13     27     38   0.754
    67    125  7.000 |  2.979  2.066  1.125      14     30     44   0.798
    67    187  6.000 |  1.719  1.276  0.867      16     37     51   0.784
    67    279  5.000 |  1.346  1.050  0.832      17     39     55   0.800
    67    429  4.000 |  1.292  1.015  0.832      17     39     57   0.800
    67    634  3.000 |  1.183  0.938  0.791      17     41     60   0.801
    67    808  2.000 |  1.165  0.924  0.791      17     42     61   0.785
    67    953  1.000 |  1.165  0.924  0.791      17     42     61   0.785
    67    953  0.000 |  1.165  0.924  0.791      17     42     61   0.785
    67    953 -1.000 |  1.165  0.924  0.791      17     42     61   0.785
    67    953 -2.000 |  1.165  0.924  0.791      17     42     61   0.785
#
