# 3drism/3rwn_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    58      1 16.000 |  9.913  9.833 10.000       1      1      1   0.290
    58      5 15.000 |  9.620  9.366 10.000       2      2      3   0.741
    58      6 14.000 |  9.561  9.295 10.000       2      2      3   0.741
    58     10 13.000 |  9.377  9.061 10.000       2      2      3   0.741
    58     14 12.000 |  9.051  8.514 10.000       3      5      6   0.673
    58     19 11.000 |  8.671  7.956 10.000       4      7      8   0.642
    58     37 10.000 |  8.179  6.687  7.564       8     14     15   0.587
    58     51  9.000 |  8.116  5.757  4.021      10     18     20   0.612
    58     81  8.000 |  4.839  3.497  2.003      14     25     28   0.668
    58    119  7.000 |  3.420  2.388  1.064      15     29     34   0.733
    58    200  6.000 |  1.840  1.350  0.859      15     34     43   0.808
    58    297  5.000 |  1.122  0.919  0.784      18     41     51   0.787
    58    432  4.000 |  0.997  0.854  0.784      18     42     53   0.795
    58    612  3.000 |  0.997  0.854  0.784      18     42     53   0.795
    58    810  2.000 |  0.997  0.854  0.784      18     42     53   0.795
    58    939  1.000 |  0.997  0.854  0.784      18     42     53   0.795
    58    939  0.000 |  0.997  0.854  0.784      18     42     53   0.795
    58    939 -1.000 |  0.997  0.854  0.784      18     42     53   0.795
    58    939 -2.000 |  0.997  0.854  0.784      18     42     53   0.795
#
