# 3drism/1mj5_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
   129     11 16.000 |  9.581  9.252 10.000       5      8      9   0.548
   129     17 15.000 |  9.358  8.886 10.000       7     11     13   0.572
   129     21 14.000 |  9.229  8.692 10.000       7     12     15   0.609
   129     27 13.000 |  8.977  8.270 10.000       9     17     20   0.620
   129     34 12.000 |  8.718  7.877 10.000      11     21     24   0.596
   129     49 11.000 |  8.127  7.042 10.000      13     27     32   0.644
   129     73 10.000 |  7.159  5.768  6.794      17     38     44   0.652
   129     98  9.000 |  6.330  4.687  3.444      20     48     55   0.699
   129    150  8.000 |  5.301  3.331  0.989      27     65     73   0.679
   129    206  7.000 |  3.194  2.066  0.841      29     74     86   0.713
   129    313  6.000 |  1.907  1.261  0.763      36     89    102   0.708
   129    439  5.000 |  1.348  0.982  0.759      38     94    110   0.739
   129    605  4.000 |  1.295  0.944  0.758      38     96    112   0.735
   129    904  3.000 |  1.276  0.931  0.758      38     96    113   0.739
   129   1153  2.000 |  1.276  0.931  0.758      38     96    113   0.739
   129   1353  1.000 |  1.276  0.931  0.758      38     96    113   0.739
   129   1353  0.000 |  1.276  0.931  0.758      38     96    113   0.739
   129   1353 -1.000 |  1.276  0.931  0.758      38     96    113   0.739
   129   1353 -2.000 |  1.276  0.931  0.758      38     96    113   0.739
#
