# 3drism/2jhf_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
   121      8 16.000 |  9.682  9.451 10.000       2      4      4   0.844
   121     12 15.000 |  9.553  9.241 10.000       3      5      6   0.870
   121     15 14.000 |  9.430  9.033 10.000       5      7      8   0.766
   121     28 13.000 |  9.130  8.547 10.000       8     10     12   0.694
   121     36 12.000 |  8.867  8.105 10.000       9     15     17   0.663
   121     57 11.000 |  8.106  7.057 10.000      12     22     25   0.686
   121     92 10.000 |  7.554  5.834  5.062      17     35     39   0.695
   121    133  9.000 |  7.288  4.867  2.548      20     45     53   0.700
   121    186  8.000 |  3.867  2.657  1.170      21     55     68   0.806
   121    262  7.000 |  2.594  1.815  0.957      23     64     80   0.830
   121    404  6.000 |  1.764  1.297  0.840      26     70     91   0.837
   121    610  5.000 |  1.518  1.141  0.819      26     72     98   0.846
   121    854  4.000 |  1.437  1.090  0.812      27     73    100   0.854
   121   1220  3.000 |  1.403  1.068  0.812      27     74    101   0.855
   121   1532  2.000 |  1.403  1.068  0.812      27     74    101   0.855
   121   1751  1.000 |  1.403  1.068  0.812      27     74    101   0.855
   121   1751  0.000 |  1.403  1.068  0.812      27     74    101   0.855
   121   1751 -1.000 |  1.403  1.068  0.812      27     74    101   0.855
   121   1751 -2.000 |  1.403  1.068  0.812      27     74    101   0.855
#
