# 3drism/3d1p_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    58      6 16.000 |  9.487  9.070 10.000       4      5      5   0.341
    58      6 15.000 |  9.487  9.070 10.000       4      5      5   0.341
    58      8 14.000 |  9.306  8.764 10.000       4      6      7   0.561
    58      9 13.000 |  9.255  8.708 10.000       4      6      7   0.561
    58     12 12.000 |  9.044  8.367 10.000       5      7      9   0.600
    58     15 11.000 |  8.821  8.013 10.000       6      9     11   0.600
    58     25 10.000 |  8.078  6.897 10.000       9     14     16   0.545
    58     37  9.000 |  7.980  6.265  7.460      10     17     20   0.566
    58     59  8.000 | 10.787  6.559  1.697      15     26     29   0.540
    58     92  7.000 |  3.842  2.331  0.833      16     32     39   0.663
    58    156  6.000 |  1.629  1.173  0.735      17     35     46   0.695
    58    229  5.000 |  1.228  0.934  0.698      18     39     50   0.712
    58    347  4.000 |  0.863  0.748  0.660      18     41     56   0.726
    58    480  3.000 |  0.863  0.748  0.660      18     41     56   0.726
    58    632  2.000 |  0.863  0.748  0.660      18     41     56   0.726
    58    748  1.000 |  0.863  0.748  0.660      18     41     56   0.726
    58    748  0.000 |  0.863  0.748  0.660      18     41     56   0.726
    58    748 -1.000 |  0.863  0.748  0.660      18     41     56   0.726
    58    748 -2.000 |  0.863  0.748  0.660      18     41     56   0.726
#
