# 3drism/4ga2_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    43      1 16.000 |  9.883  9.776 10.000       1      1      1   0.374
    43      2 15.000 |  9.806  9.680 10.000       1      1      1   0.374
    43      2 14.000 |  9.806  9.680 10.000       1      1      1   0.374
    43      5 13.000 |  9.533  9.266 10.000       2      2      2   0.285
    43      7 12.000 |  9.286  8.811 10.000       4      4      4   0.251
    43     18 11.000 |  8.547  7.723 10.000       4      7      7   0.423
    43     27 10.000 |  8.259  6.753  7.304       6     10     11   0.501
    43     57  9.000 |  5.748  4.036  2.100       7     18     19   0.635
    43     88  8.000 |  3.274  2.110  0.755      11     26     28   0.654
    43    140  7.000 |  1.398  1.008  0.721      12     31     36   0.719
    43    211  6.000 |  0.985  0.824  0.717      12     32     38   0.719
    43    322  5.000 |  0.934  0.789  0.679      12     33     39   0.716
    43    456  4.000 |  0.934  0.789  0.679      12     33     39   0.716
    43    672  3.000 |  0.934  0.789  0.679      12     33     39   0.716
    43    887  2.000 |  0.934  0.789  0.679      12     33     39   0.716
    43   1031  1.000 |  0.934  0.789  0.679      12     33     39   0.716
    43   1031  0.000 |  0.934  0.789  0.679      12     33     39   0.716
    43   1031 -1.000 |  0.934  0.789  0.679      12     33     39   0.716
    43   1031 -2.000 |  0.934  0.789  0.679      12     33     39   0.716
#
