# 3drism/2jfr_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    80      5 16.000 |  9.738  9.510 10.000       3      4      4   0.396
    80      7 15.000 |  9.632  9.347 10.000       3      4      5   0.528
    80     10 14.000 |  9.443  9.032 10.000       3      6      7   0.583
    80     16 13.000 |  9.198  8.666 10.000       3      7      8   0.695
    80     22 12.000 |  8.890  8.172 10.000       4      9     11   0.803
    80     33 11.000 |  8.258  7.261 10.000       6     13     16   0.810
    80     51 10.000 |  7.484  6.189  6.979       6     16     21   0.869
    80     73  9.000 |  7.311  5.167  3.388       8     20     28   0.875
    80    112  8.000 |  4.616  3.143  1.667      11     29     37   0.849
    80    171  7.000 |  3.136  2.132  1.140      11     35     45   0.860
    80    250  6.000 |  2.014  1.450  0.921      12     42     54   0.842
    80    376  5.000 |  1.586  1.204  0.881      13     43     59   0.862
    80    557  4.000 |  1.521  1.157  0.881      13     44     62   0.868
    80    784  3.000 |  1.477  1.129  0.881      13     44     63   0.874
    80   1031  2.000 |  1.477  1.129  0.881      13     44     63   0.874
    80   1211  1.000 |  1.477  1.129  0.881      13     44     63   0.874
    80   1211  0.000 |  1.477  1.129  0.881      13     44     63   0.874
    80   1211 -1.000 |  1.477  1.129  0.881      13     44     63   0.874
    80   1211 -2.000 |  1.477  1.129  0.881      13     44     63   0.874
#
