# 3drism/2fvy_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
   111      3 16.000 |  9.876  9.784 10.000       1      2      2   0.439
   111      8 15.000 |  9.719  9.527 10.000       2      4      4   0.495
   111     10 14.000 |  9.646  9.412 10.000       2      5      5   0.527
   111     16 13.000 |  9.436  9.102 10.000       3      7      7   0.512
   111     27 12.000 |  9.035  8.459 10.000       5     13     13   0.539
   111     40 11.000 |  8.445  7.614 10.000       8     17     17   0.594
   111     64 10.000 |  7.339  6.110  7.382      17     30     31   0.548
   111     97  9.000 |  6.499  4.724  3.915      24     40     45   0.597
   111    143  8.000 |  4.840  3.057  1.045      29     54     64   0.685
   111    215  7.000 |  2.971  1.900  0.813      34     65     78   0.683
   111    344  6.000 |  1.892  1.243  0.722      35     74     90   0.710
   111    502  5.000 |  1.082  0.860  0.706      37     79     99   0.732
   111    713  4.000 |  1.057  0.848  0.706      37     79     99   0.729
   111   1016  3.000 |  1.037  0.835  0.706      37     79    101   0.728
   111   1295  2.000 |  1.037  0.835  0.706      37     79    101   0.728
   111   1492  1.000 |  1.037  0.835  0.706      37     79    101   0.728
   111   1492  0.000 |  1.037  0.835  0.706      37     79    101   0.728
   111   1492 -1.000 |  1.037  0.835  0.706      37     79    101   0.728
   111   1492 -2.000 |  1.037  0.835  0.706      37     79    101   0.728
#
