# 3drism/4gnr_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
   139      6 16.000 |  9.794  9.633 10.000       2      4      4   0.718
   139      7 15.000 |  9.786  9.624 10.000       2      4      4   0.718
   139     15 14.000 |  9.499  9.128 10.000       4      8     11   0.815
   139     23 13.000 |  9.235  8.720 10.000       6     11     14   0.724
   139     36 12.000 |  8.810  8.062 10.000      11     18     21   0.623
   139     50 11.000 |  8.354  7.430 10.000      12     24     27   0.629
   139     74 10.000 |  7.512  6.242  9.419      19     35     40   0.655
   139    115  9.000 |  6.800  4.962  3.775      25     47     56   0.682
   139    181  8.000 |  4.272  2.757  1.071      27     65     79   0.721
   139    256  7.000 |  2.437  1.657  0.833      35     76     93   0.745
   139    385  6.000 |  1.597  1.164  0.745      37     85    105   0.765
   139    566  5.000 |  1.287  0.996  0.717      38     88    112   0.777
   139    787  4.000 |  1.160  0.936  0.710      38     91    115   0.766
   139   1104  3.000 |  1.074  0.894  0.710      38     92    116   0.783
   139   1373  2.000 |  1.070  0.893  0.710      38     92    116   0.783
   139   1565  1.000 |  1.070  0.893  0.710      38     92    116   0.783
   139   1565  0.000 |  1.070  0.893  0.710      38     92    116   0.783
   139   1565 -1.000 |  1.070  0.893  0.710      38     92    116   0.783
   139   1565 -2.000 |  1.070  0.893  0.710      38     92    116   0.783
#
