# 3drism/2h5c_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    70      5 16.000 |  9.704  9.486 10.000       3      3      3   0.192
    70      5 15.000 |  9.704  9.486 10.000       3      3      3   0.192
    70      9 14.000 |  9.480  9.125 10.000       4      5      5   0.270
    70     13 13.000 |  9.199  8.666 10.000       5      7      7   0.469
    70     19 12.000 |  8.802  8.064 10.000       8     10     10   0.423
    70     29 11.000 |  8.103  7.089 10.000      10     14     15   0.494
    70     43 10.000 |  7.061  5.705  6.148      12     20     21   0.595
    70     51  9.000 |  6.716  5.291  5.051      12     21     22   0.591
    70     75  8.000 |  7.286  4.550  1.689      15     28     32   0.673
    70    127  7.000 |  3.334  2.365  1.285      15     30     39   0.771
    70    198  6.000 |  2.069  1.451  0.918      18     36     49   0.797
    70    289  5.000 |  1.790  1.241  0.832      18     38     52   0.827
    70    421  4.000 |  1.605  1.091  0.784      19     41     58   0.809
    70    586  3.000 |  1.451  1.048  0.784      19     41     58   0.809
    70    784  2.000 |  1.434  1.038  0.784      19     41     58   0.809
    70    926  1.000 |  1.434  1.038  0.784      19     41     58   0.809
    70    926  0.000 |  1.434  1.038  0.784      19     41     58   0.809
    70    926 -1.000 |  1.434  1.038  0.784      19     41     58   0.809
    70    926 -2.000 |  1.434  1.038  0.784      19     41     58   0.809
#
