# 3drism/1nki_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    44      1 16.000 |  9.886  9.777 10.000       1      1      1   0.206
    44      2 15.000 |  9.778  9.609 10.000       1      1      1   0.206
    44      2 14.000 |  9.778  9.609 10.000       1      1      1   0.206
    44      6 13.000 |  9.326  8.866 10.000       2      3      3   0.414
    44      8 12.000 |  9.099  8.513 10.000       2      4      4   0.441
    44     13 11.000 |  8.552  7.707 10.000       2      6      7   0.621
    44     24 10.000 |  8.549  7.019 10.000       4     10     11   0.603
    44     39  9.000 | 10.090  6.871  5.004       6     14     15   0.575
    44     66  8.000 |  4.543  3.181  1.284       9     20     23   0.624
    44    113  7.000 |  3.325  2.241  0.955      12     24     27   0.680
    44    182  6.000 |  1.894  1.262  0.661      16     30     34   0.655
    44    285  5.000 |  1.345  0.970  0.622      17     32     36   0.672
    44    440  4.000 |  1.124  0.865  0.622      17     32     36   0.748
    44    642  3.000 |  1.124  0.865  0.622      17     32     36   0.748
    44    884  2.000 |  0.985  0.796  0.622      17     32     38   0.741
    44   1040  1.000 |  0.985  0.796  0.622      17     32     38   0.741
    44   1040  0.000 |  0.985  0.796  0.622      17     32     38   0.741
    44   1040 -1.000 |  0.985  0.796  0.622      17     32     38   0.741
    44   1040 -2.000 |  0.985  0.796  0.622      17     32     38   0.741
#
