# 3drism/2ddx_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
   153      7 16.000 |  9.792  9.630 10.000       4      5      5   0.316
   153     14 15.000 |  9.595  9.305 10.000       5      9      9   0.463
   153     18 14.000 |  9.458  9.052 10.000       8     13     13   0.418
   153     30 13.000 |  9.056  8.392 10.000      11     19     22   0.545
   153     44 12.000 |  8.618  7.729 10.000      13     26     30   0.559
   153     70 11.000 |  7.711  6.397 10.000      21     41     49   0.591
   153     84 10.000 |  7.293  5.883  7.156      24     45     55   0.599
   153    114  9.000 |  6.207  4.612  3.603      27     58     69   0.630
   153    150  8.000 |  7.162  3.982  0.993      34     77     89   0.655
   153    206  7.000 |  3.343  2.102  0.815      35     87    105   0.692
   153    331  6.000 |  1.699  1.192  0.726      40    100    121   0.702
   153    480  5.000 |  1.151  0.898  0.669      43    110    133   0.702
   153    695  4.000 |  0.994  0.806  0.646      44    116    140   0.696
   153    958  3.000 |  0.991  0.803  0.646      44    116    140   0.693
   153   1213  2.000 |  0.986  0.801  0.646      44    116    140   0.693
   153   1435  1.000 |  0.986  0.801  0.646      44    116    140   0.693
   153   1435  0.000 |  0.986  0.801  0.646      44    116    140   0.693
   153   1435 -1.000 |  0.986  0.801  0.646      44    116    140   0.693
   153   1435 -2.000 |  0.986  0.801  0.646      44    116    140   0.693
#
