# 3drism/1j0p_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    46      1 16.000 |  9.891  9.785 10.000       1      1      1   0.113
    46      2 15.000 |  9.780  9.573 10.000       2      2      2   0.182
    46      3 14.000 |  9.677  9.416 10.000       2      2      2   0.182
    46      6 13.000 |  9.386  8.939 10.000       3      4      4   0.442
    46      7 12.000 |  9.297  8.825 10.000       3      4      4   0.442
    46     12 11.000 |  8.809  8.055 10.000       5      7      7   0.412
    46     22 10.000 |  7.886  6.764 10.000       8     11     11   0.497
    46     37  9.000 |  7.446  5.510  5.263      12     16     16   0.519
    46     56  8.000 |  6.045  3.551  1.353      14     21     23   0.564
    46     95  7.000 |  2.234  1.524  0.820      16     26     31   0.624
    46    165  6.000 |  1.585  1.130  0.719      17     27     34   0.741
    46    279  5.000 |  1.271  0.957  0.636      18     29     37   0.721
    46    416  4.000 |  1.202  0.922  0.636      18     29     37   0.740
    46    583  3.000 |  1.202  0.922  0.636      18     29     37   0.740
    46    740  2.000 |  1.202  0.922  0.636      18     29     37   0.740
    46    836  1.000 |  1.202  0.922  0.636      18     29     37   0.740
    46    836  0.000 |  1.202  0.922  0.636      18     29     37   0.740
    46    836 -1.000 |  1.202  0.922  0.636      18     29     37   0.740
    46    836 -2.000 |  1.202  0.922  0.636      18     29     37   0.740
#
