# 3drism/1mn8_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    35      1 16.000 |  9.945  9.939 10.000       0      0      0   2.000
    35      4 15.000 |  9.554  9.267 10.000       2      2      2   0.377
    35      5 14.000 |  9.405  9.005 10.000       2      3      3   0.524
    35     10 13.000 |  8.870  8.176 10.000       3      4      5   0.608
    35     11 12.000 |  8.850  8.079 10.000       3      4      6   0.750
    35     16 11.000 |  8.084  6.951 10.000       4      7      9   0.698
    35     22 10.000 |  7.236  5.828  6.417       5      9     12   0.693
    35     36  9.000 |  7.988  4.894  1.602       7     13     17   0.738
    35     47  8.000 |  4.490  3.064  1.461       7     13     18   0.775
    35     80  7.000 |  2.755  2.048  1.183       7     14     20   0.799
    35    128  6.000 |  2.129  1.517  1.005       8     17     25   0.841
    35    180  5.000 |  1.455  1.178  0.991       8     18     27   0.889
    35    277  4.000 |  1.373  1.143  0.991       8     18     27   0.889
    35    395  3.000 |  1.306  1.081  0.951       8     19     28   0.860
    35    540  2.000 |  1.306  1.081  0.951       8     19     28   0.860
    35    642  1.000 |  1.306  1.081  0.951       8     19     28   0.860
    35    642  0.000 |  1.306  1.081  0.951       8     19     28   0.860
    35    642 -1.000 |  1.306  1.081  0.951       8     19     28   0.860
    35    642 -2.000 |  1.306  1.081  0.951       8     19     28   0.860
#
