# 3drism/1k4i_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    83      6 16.000 |  9.632  9.298 10.000       6      6      6   0.283
    83      9 15.000 |  9.495  9.056 10.000       7      8      8   0.334
    83     14 14.000 |  9.251  8.655 10.000       9     11     11   0.360
    83     19 13.000 |  8.956  8.188 10.000      11     14     14   0.386
    83     26 12.000 |  8.571  7.627 10.000      13     16     17   0.414
    83     35 11.000 |  7.984  6.766 10.000      16     22     23   0.418
    83     52 10.000 |  6.792  5.230  5.400      19     31     33   0.527
    83     68  9.000 |  5.886  4.284  2.933      20     34     37   0.570
    83    108  8.000 |  3.861  2.582  0.945      22     44     47   0.622
    83    168  7.000 |  2.122  1.448  0.761      26     50     57   0.696
    83    265  6.000 |  1.474  1.090  0.670      27     54     63   0.719
    83    376  5.000 |  1.238  0.955  0.666      27     56     68   0.715
    83    558  4.000 |  1.080  0.874  0.666      27     56     70   0.766
    83    787  3.000 |  1.047  0.849  0.664      28     57     71   0.761
    83   1025  2.000 |  1.035  0.841  0.664      28     57     72   0.752
    83   1192  1.000 |  1.035  0.841  0.664      28     57     72   0.752
    83   1192  0.000 |  1.035  0.841  0.664      28     57     72   0.752
    83   1192 -1.000 |  1.035  0.841  0.664      28     57     72   0.752
    83   1192 -2.000 |  1.035  0.841  0.664      28     57     72   0.752
#
