# 3drism/3g46_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    56      2 16.000 |  9.861  9.809 10.000       0      0      0   2.000
    56      3 15.000 |  9.784  9.699 10.000       0      0      0   2.000
    56      6 14.000 |  9.628  9.418 10.000       1      2      2   0.522
    56      9 13.000 |  9.393  9.051 10.000       2      3      3   0.468
    56     11 12.000 |  9.312  8.898 10.000       2      4      4   0.522
    56     20 11.000 |  8.721  7.962 10.000       4      8      9   0.629
    56     27 10.000 |  8.160  7.124 10.000       6     12     13   0.576
    56     46  9.000 |  7.568  5.884  6.284       8     16     17   0.689
    56     84  8.000 |  3.978  2.682  1.002      15     28     32   0.704
    56    129  7.000 |  2.698  1.740  0.797      17     34     40   0.722
    56    191  6.000 |  1.776  1.213  0.732      18     37     44   0.724
    56    294  5.000 |  1.167  0.903  0.732      18     40     50   0.736
    56    431  4.000 |  0.808  0.723  0.703      20     44     54   0.723
    56    576  3.000 |  0.808  0.723  0.703      20     44     54   0.723
    56    755  2.000 |  0.808  0.723  0.703      20     44     54   0.723
    56    862  1.000 |  0.808  0.723  0.703      20     44     54   0.723
    56    862  0.000 |  0.808  0.723  0.703      20     44     54   0.723
    56    862 -1.000 |  0.808  0.723  0.703      20     44     54   0.723
    56    862 -2.000 |  0.808  0.723  0.703      20     44     54   0.723
#
