# 3drism/4e3y_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
   110      7 16.000 |  9.691  9.443 10.000       4      5      5   0.593
   110     11 15.000 |  9.501  9.092 10.000       7      9      9   0.502
   110     15 14.000 |  9.373  8.915 10.000       7     10     10   0.514
   110     21 13.000 |  9.080  8.414 10.000      10     15     15   0.618
   110     31 12.000 |  8.701  7.883 10.000      12     18     18   0.588
   110     46 11.000 |  7.928  6.746 10.000      16     25     28   0.669
   110     69 10.000 |  6.724  5.179  4.734      22     36     42   0.684
   110     94  9.000 |  5.965  4.089  1.688      28     45     53   0.688
   110    124  8.000 |  5.359  3.140  1.003      32     55     64   0.713
   110    186  7.000 |  2.646  1.650  0.763      39     67     76   0.683
   110    272  6.000 |  1.851  1.187  0.656      43     73     83   0.704
   110    379  5.000 |  1.620  1.057  0.642      44     74     87   0.703
   110    548  4.000 |  1.583  1.018  0.631      45     76     89   0.698
   110    775  3.000 |  1.479  0.950  0.620      46     77     92   0.718
   110   1025  2.000 |  1.476  0.948  0.620      46     77     92   0.728
   110   1186  1.000 |  1.476  0.948  0.620      46     77     92   0.728
   110   1186  0.000 |  1.476  0.948  0.620      46     77     92   0.728
   110   1186 -1.000 |  1.476  0.948  0.620      46     77     92   0.728
   110   1186 -2.000 |  1.476  0.948  0.620      46     77     92   0.728
#
