# 3drism/3ip0_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    65      2 16.000 |  9.846  9.707 10.000       1      2      2   0.480
    65      5 15.000 |  9.647  9.375 10.000       1      4      4   0.631
    65      8 14.000 |  9.434  9.048 10.000       1      5      5   0.630
    65     12 13.000 |  9.225  8.779 10.000       1      5      5   0.630
    65     19 12.000 |  8.764  8.101 10.000       2      8      8   0.763
    65     29 11.000 |  7.916  6.780 10.000       7     17     17   0.659
    65     43 10.000 |  6.874  5.380  5.257      10     24     25   0.651
    65     59  9.000 |  6.629  4.532  2.333      13     28     31   0.634
    65     86  8.000 |  4.945  3.065  0.890      17     36     40   0.620
    65    137  7.000 |  2.758  1.789  0.846      20     39     44   0.638
    65    211  6.000 |  1.511  1.079  0.768      20     45     52   0.668
    65    301  5.000 |  1.351  0.948  0.647      21     48     56   0.668
    65    422  4.000 |  1.153  0.837  0.639      22     50     58   0.656
    65    626  3.000 |  1.144  0.833  0.639      22     50     58   0.656
    65    799  2.000 |  1.144  0.833  0.639      22     50     58   0.656
    65    933  1.000 |  1.144  0.833  0.639      22     50     58   0.656
    65    933  0.000 |  1.144  0.833  0.639      22     50     58   0.656
    65    933 -1.000 |  1.144  0.833  0.639      22     50     58   0.656
    65    933 -2.000 |  1.144  0.833  0.639      22     50     58   0.656
#
