# 3drism/4o6u_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    72      3 16.000 |  9.790  9.601 10.000       2      3      3   0.422
    72      4 15.000 |  9.719  9.470 10.000       2      4      4   0.456
    72      4 14.000 |  9.719  9.470 10.000       2      4      4   0.456
    72      5 13.000 |  9.647  9.337 10.000       3      5      5   0.450
    72     10 12.000 |  9.285  8.708 10.000       4      9      9   0.531
    72     23 11.000 |  8.362  7.301 10.000       9     15     16   0.501
    72     38 10.000 |  7.419  6.062  8.688      12     20     22   0.571
    72     57  9.000 |  6.059  4.438  2.506      15     28     32   0.620
    72     93  8.000 |  3.686  2.436  1.031      18     35     44   0.718
    72    130  7.000 |  2.562  1.737  0.988      18     36     51   0.786
    72    192  6.000 |  1.778  1.302  0.923      20     38     55   0.804
    72    291  5.000 |  1.419  1.087  0.843      21     41     59   0.824
    72    441  4.000 |  1.006  0.863  0.804      21     45     66   0.829
    72    648  3.000 |  0.977  0.843  0.804      21     45     68   0.809
    72    829  2.000 |  0.956  0.836  0.804      21     45     68   0.809
    72    973  1.000 |  0.956  0.836  0.804      21     45     68   0.809
    72    973  0.000 |  0.956  0.836  0.804      21     45     68   0.809
    72    973 -1.000 |  0.956  0.836  0.804      21     45     68   0.809
    72    973 -2.000 |  0.956  0.836  0.804      21     45     68   0.809
#
