# 3drism/4u9h_S.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
   101      7 16.000 |  9.648  9.334 10.000       4      7      7   0.395
   101     10 15.000 |  9.493  9.045 10.000       7     10     10   0.360
   101     14 14.000 |  9.344  8.832 10.000       8     11     11   0.364
   101     19 13.000 |  9.159  8.558 10.000       9     13     13   0.397
   101     21 12.000 |  9.103  8.461 10.000      10     14     14   0.400
   101     31 11.000 |  8.600  7.685 10.000      13     19     19   0.564
   101     49 10.000 |  8.027  6.884 10.000      13     24     24   0.601
   101     80  9.000 |  6.943  5.366  5.131      16     32     35   0.682
   101    133  8.000 |  5.400  3.542  1.448      21     44     52   0.731
   101    203  7.000 |  2.801  1.837  0.901      26     56     66   0.749
   101    327  6.000 |  1.711  1.227  0.760      27     64     76   0.763
   101    496  5.000 |  1.353  0.992  0.658      28     70     85   0.785
   101    708  4.000 |  1.329  0.972  0.651      28     71     86   0.782
   101    993  3.000 |  1.321  0.965  0.651      28     71     87   0.775
   101   1250  2.000 |  1.321  0.965  0.651      28     71     87   0.775
   101   1445  1.000 |  1.321  0.965  0.651      28     71     87   0.775
   101   1445  0.000 |  1.321  0.965  0.651      28     71     87   0.775
   101   1445 -1.000 |  1.321  0.965  0.651      28     71     87   0.775
   101   1445 -2.000 |  1.321  0.965  0.651      28     71     87   0.775
#
