# 3drism/1lkk_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    36      4 16.000 |  9.456  9.028 10.000       3      3      3   0.237
    36      6 15.000 |  9.157  8.488 10.000       5      5      5   0.252
    36      7 14.000 |  9.005  8.220 10.000       6      6      6   0.271
    36     10 13.000 |  8.736  7.928 10.000       6      6      6   0.271
    36     18 12.000 |  8.340  7.040 10.000       7      9     10   0.440
    36     18 11.000 |  8.340  7.040 10.000       7      9     10   0.440
    36     22 10.000 |  8.048  6.579  9.025       7     10     11   0.553
    36     39  9.000 |  9.016  5.562  3.304      11     14     16   0.540
    36     62  8.000 |  3.788  2.566  1.022      14     18     20   0.568
    36     94  7.000 |  2.283  1.477  0.638      15     21     25   0.646
    36    154  6.000 |  1.204  0.816  0.537      17     26     31   0.650
    36    219  5.000 |  0.957  0.743  0.537      17     26     31   0.650
    36    339  4.000 |  0.779  0.643  0.493      18     27     34   0.643
    36    472  3.000 |  0.765  0.633  0.493      18     28     34   0.633
    36    635  2.000 |  0.765  0.633  0.493      18     28     34   0.633
    36    754  1.000 |  0.765  0.633  0.493      18     28     34   0.633
    36    754  0.000 |  0.765  0.633  0.493      18     28     34   0.633
    36    754 -1.000 |  0.765  0.633  0.493      18     28     34   0.633
    36    754 -2.000 |  0.765  0.633  0.493      18     28     34   0.633
#
