# 3drism/1byi_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    87      1 16.000 |  9.942  9.888 10.000       1      1      1   0.286
    87      3 15.000 |  9.828  9.685 10.000       2      2      2   0.853
    87      9 14.000 |  9.529  9.201 10.000       5      5      5   0.609
    87     10 13.000 |  9.468  9.092 10.000       5      6      6   0.600
    87     23 12.000 |  8.777  8.026 10.000       6     11     13   0.763
    87     30 11.000 |  8.375  7.466 10.000       7     13     15   0.861
    87     49 10.000 |  7.463  6.300  7.753       9     18     21   0.834
    87     70  9.000 |  6.561  5.175  4.700      11     23     26   0.813
    87    110  8.000 |  4.823  3.404  1.995      12     30     38   0.848
    87    162  7.000 |  3.225  2.317  1.382      15     35     48   0.904
    87    256  6.000 |  2.071  1.497  0.965      18     44     62   0.888
    87    382  5.000 |  1.610  1.249  0.936      18     46     66   0.886
    87    549  4.000 |  1.283  1.055  0.888      19     49     73   0.876
    87    804  3.000 |  1.246  1.037  0.888      19     50     73   0.872
    87   1071  2.000 |  1.246  1.037  0.888      19     50     73   0.872
    87   1227  1.000 |  1.223  1.026  0.888      19     50     73   0.872
    87   1227  0.000 |  1.223  1.026  0.888      19     50     73   0.872
    87   1227 -1.000 |  1.223  1.026  0.888      19     50     73   0.872
    87   1227 -2.000 |  1.223  1.026  0.888      19     50     73   0.872
#
