# 3drism/1tqg_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    18      0 16.000 | 10.000 10.000 10.000       0      0      0   2.000
    18      0 15.000 | 10.000 10.000 10.000       0      0      0   2.000
    18      1 14.000 |  9.790  9.724 10.000       0      0      0   2.000
    18      2 13.000 |  9.605  9.498 10.000       0      0      0   2.000
    18      3 12.000 |  9.391  9.231 10.000       0      0      0   2.000
    18      7 11.000 |  8.672  8.077 10.000       0      2      2   0.822
    18     12 10.000 |  8.387  7.340  8.119       1      3      3   0.699
    18     25  9.000 |  6.446  5.470  5.763       2      4      4   0.611
    18     46  8.000 |  4.121  3.153  2.161       2      6      9   0.880
    18     76  7.000 |  2.878  2.144  1.172       2      8     12   0.860
    18    132  6.000 |  1.273  1.051  0.949       3     10     16   0.909
    18    209  5.000 |  1.007  0.911  0.873       3     11     17   0.844
    18    321  4.000 |  0.913  0.852  0.873       3     12     18   0.852
    18    471  3.000 |  0.913  0.852  0.873       3     12     18   0.852
    18    617  2.000 |  0.913  0.852  0.873       3     12     18   0.852
    18    715  1.000 |  0.913  0.852  0.873       3     12     18   0.852
    18    715  0.000 |  0.913  0.852  0.873       3     12     18   0.852
    18    715 -1.000 |  0.913  0.852  0.873       3     12     18   0.852
    18    715 -2.000 |  0.913  0.852  0.873       3     12     18   0.852
#
