# 3drism/3dha_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    68      3 16.000 |  9.787  9.622 10.000       1      2      2   0.391
    68      5 15.000 |  9.659  9.413 10.000       2      3      3   0.337
    68     11 14.000 |  9.232  8.702 10.000       5      7      7   0.359
    68     19 13.000 |  8.787  8.045 10.000       6      9     10   0.601
    68     27 12.000 |  8.116  6.995 10.000      10     16     17   0.559
    68     42 11.000 |  7.149  5.823  6.973      12     20     22   0.582
    68     65 10.000 |  7.478  4.855  2.749      17     26     31   0.618
    68     98  9.000 |  3.722  2.481  0.783      21     35     40   0.584
    68    138  8.000 |  2.558  1.599  0.623      24     43     48   0.566
    68    200  7.000 |  2.126  1.353  0.623      24     44     50   0.585
    68    306  6.000 |  1.704  1.129  0.614      25     46     53   0.631
    68    446  5.000 |  1.238  0.858  0.553      27     51     58   0.644
    68    641  4.000 |  1.228  0.851  0.553      27     51     59   0.636
    68    920  3.000 |  1.226  0.849  0.553      27     51     59   0.634
    68   1158  2.000 |  1.226  0.849  0.553      27     51     59   0.634
    68   1334  1.000 |  1.226  0.849  0.553      27     51     59   0.634
    68   1334  0.000 |  1.226  0.849  0.553      27     51     59   0.634
    68   1334 -1.000 |  1.226  0.849  0.553      27     51     59   0.634
    68   1334 -2.000 |  1.226  0.849  0.553      27     51     59   0.634
#
