# 3drism/3kff_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    74      4 16.000 |  9.780  9.636 10.000       0      2      2   0.548
    74      5 15.000 |  9.733  9.579 10.000       0      2      2   0.548
    74      5 14.000 |  9.733  9.579 10.000       0      2      2   0.548
    74      8 13.000 |  9.602  9.357 10.000       1      3      3   0.457
    74     14 12.000 |  9.198  8.670 10.000       2      7      8   0.662
    74     18 11.000 |  8.940  8.300 10.000       3      8      9   0.624
    74     30 10.000 |  8.160  7.107 10.000       5     13     16   0.757
    74     48  9.000 |  6.801  5.300  4.450       9     23     27   0.806
    74     82  8.000 |  5.799  3.529  1.205      15     34     41   0.776
    74    130  7.000 |  3.399  2.169  0.849      17     41     49   0.720
    74    206  6.000 |  2.118  1.343  0.744      21     47     58   0.733
    74    297  5.000 |  1.437  1.013  0.665      22     51     62   0.722
    74    434  4.000 |  1.374  0.977  0.665      22     51     63   0.728
    74    626  3.000 |  1.360  0.969  0.665      22     51     63   0.745
    74    811  2.000 |  1.328  0.946  0.665      22     51     64   0.750
    74    944  1.000 |  1.328  0.946  0.665      22     51     64   0.750
    74    944  0.000 |  1.328  0.946  0.665      22     51     64   0.750
    74    944 -1.000 |  1.328  0.946  0.665      22     51     64   0.750
    74    944 -2.000 |  1.328  0.946  0.665      22     51     64   0.750
#
