# 3drism/2vb1_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    56      1 16.000 |  9.949  9.939 10.000       0      0      0   2.000
    56      2 15.000 |  9.860  9.769 10.000       1      1      1   0.490
    56      4 14.000 |  9.679  9.444 10.000       2      2      3   0.764
    56      7 13.000 |  9.398  8.927 10.000       4      5      6   0.552
    56     12 12.000 |  9.031  8.342 10.000       6      8      9   0.565
    56     17 11.000 |  8.764  7.932 10.000       7     10     11   0.536
    56     25 10.000 |  8.018  6.861 10.000       9     14     15   0.622
    56     37  9.000 |  6.817  5.335  5.284       9     20     21   0.629
    56     64  8.000 |  4.962  3.412  1.167      10     28     30   0.722
    56    105  7.000 |  2.912  1.871  0.831      14     34     40   0.756
    56    165  6.000 |  1.659  1.157  0.686      16     39     45   0.743
    56    240  5.000 |  1.348  0.930  0.629      17     44     50   0.713
    56    342  4.000 |  1.313  0.899  0.629      17     46     51   0.708
    56    487  3.000 |  1.291  0.881  0.629      17     46     52   0.714
    56    639  2.000 |  1.291  0.881  0.629      17     46     52   0.714
    56    760  1.000 |  1.291  0.881  0.629      17     46     52   0.714
    56    760  0.000 |  1.291  0.881  0.629      17     46     52   0.714
    56    760 -1.000 |  1.291  0.881  0.629      17     46     52   0.714
    56    760 -2.000 |  1.291  0.881  0.629      17     46     52   0.714
#
