# 3drism/2gud_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    43      0 16.000 | 10.000 10.000 10.000       0      0      0   2.000
    43      0 15.000 | 10.000 10.000 10.000       0      0      0   2.000
    43      1 14.000 |  9.884  9.787 10.000       0      1      1   0.852
    43      2 13.000 |  9.766  9.565 10.000       1      2      2   0.650
    43      4 12.000 |  9.555  9.220 10.000       2      3      3   0.495
    43     12 11.000 |  8.684  7.848 10.000       5      8      8   0.490
    43     22 10.000 |  7.697  6.572 10.000       5     11     11   0.550
    43     32  9.000 |  7.359  5.699  5.666       5     12     14   0.770
    43     54  8.000 |  4.871  3.454  1.849       8     17     19   0.775
    43     86  7.000 |  3.414  2.471  1.425       8     18     22   0.855
    43    156  6.000 |  1.595  1.226  0.883       9     25     33   0.901
    43    245  5.000 |  1.280  1.060  0.852       9     26     35   0.908
    43    384  4.000 |  1.092  0.960  0.852       9     26     37   0.918
    43    550  3.000 |  1.072  0.945  0.852       9     26     38   0.902
    43    736  2.000 |  1.002  0.907  0.852       9     26     39   0.907
    43    850  1.000 |  1.002  0.907  0.852       9     26     39   0.907
    43    850  0.000 |  1.002  0.907  0.852       9     26     39   0.907
    43    850 -1.000 |  1.002  0.907  0.852       9     26     39   0.907
    43    850 -2.000 |  1.002  0.907  0.852       9     26     39   0.907
#
