# 3drism/3agn_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    47      3 16.000 |  9.726  9.523 10.000       2      2      2   0.395
    47      3 15.000 |  9.726  9.523 10.000       2      2      2   0.395
    47      4 14.000 |  9.616  9.315 10.000       3      3      3   0.338
    47      7 13.000 |  9.354  8.926 10.000       4      4      4   0.349
    47     10 12.000 |  9.048  8.377 10.000       6      7      7   0.399
    47     14 11.000 |  8.648  7.802 10.000       6      9      9   0.473
    47     23 10.000 |  7.741  6.491 10.000       8     15     15   0.551
    47     35  9.000 |  7.313  5.580  6.444       8     19     19   0.641
    47     57  8.000 |  6.107  4.145  1.711      10     23     23   0.654
    47     89  7.000 |  3.323  2.290  1.000      10     23     27   0.823
    47    148  6.000 |  2.154  1.496  0.775      11     28     33   0.804
    47    222  5.000 |  1.245  0.930  0.729      14     33     40   0.793
    47    329  4.000 |  1.201  0.902  0.729      14     33     40   0.804
    47    467  3.000 |  1.170  0.870  0.721      14     34     42   0.772
    47    648  2.000 |  1.170  0.870  0.721      14     34     42   0.772
    47    759  1.000 |  1.170  0.870  0.721      14     34     42   0.772
    47    759  0.000 |  1.170  0.870  0.721      14     34     42   0.772
    47    759 -1.000 |  1.170  0.870  0.721      14     34     42   0.772
    47    759 -2.000 |  1.170  0.870  0.721      14     34     42   0.772
#
