# watGNN/3zuc_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    84     16 95.000 |  9.012  8.197 10.000      13     14     15   0.274
    84     38 90.000 |  7.568  5.946 10.000      27     31     34   0.370
    84     56 85.000 |  6.771  5.058  5.537      29     34     37   0.371
    84     68 80.000 |  7.287  4.989  2.297      31     38     41   0.383
    84     92 75.000 |  5.953  3.737  1.022      33     41     45   0.433
    84    118 70.000 |  3.409  2.119  0.685      38     48     52   0.428
    84    137 65.000 |  2.959  1.882  0.685      38     48     54   0.465
    84    154 60.000 |  2.526  1.630  0.625      40     50     56   0.457
    84    174 55.000 |  2.370  1.476  0.497      42     53     59   0.480
    84    202 50.000 |  2.172  1.321  0.478      43     55     63   0.507
    84    234 45.000 |  1.993  1.185  0.472      44     58     67   0.526
    84    261 40.000 |  1.771  1.089  0.472      44     58     67   0.522
    84    288 35.000 |  1.552  0.987  0.472      44     59     68   0.524
    84    314 30.000 |  1.488  0.940  0.472      44     60     70   0.554
    84    359 25.000 |  1.294  0.828  0.423      46     62     72   0.547
    84    399 20.000 |  1.228  0.782  0.423      46     63     74   0.555
    84    449 15.000 |  1.166  0.746  0.423      46     64     75   0.555
    84    499 10.000 |  1.115  0.712  0.423      47     65     76   0.569
    84    534  5.000 |  1.095  0.699  0.423      47     65     77   0.573
    84    686  0.000 |  0.771  0.597  0.423      47     67     79   0.576
#
