# watGNN/4n1i_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
   146     65 95.000 |  7.599  5.993 10.000      53     53     56   0.304
   146     96 90.000 |  6.484  4.591  2.371      67     68     72   0.305
   146    132 85.000 |  6.457  3.724  0.402      79     82     88   0.382
   146    156 80.000 |  6.110  3.139  0.398      82     89     95   0.403
   146    181 75.000 |  4.905  2.576  0.393      83     93     99   0.407
   146    207 70.000 |  3.738  1.999  0.393      83     94    101   0.458
   146    240 65.000 |  2.757  1.460  0.382      85    102    109   0.460
   146    276 60.000 |  2.240  1.193  0.373      87    106    114   0.465
   146    309 55.000 |  1.816  1.001  0.373      87    111    119   0.477
   146    357 50.000 |  1.738  0.951  0.373      87    113    121   0.479
   146    396 45.000 |  1.364  0.795  0.373      88    117    125   0.485
   146    447 40.000 |  1.211  0.729  0.373      89    119    127   0.484
   146    487 35.000 |  1.135  0.698  0.373      89    120    128   0.485
   146    540 30.000 |  1.059  0.667  0.373      89    121    129   0.488
   146    603 25.000 |  1.011  0.644  0.373      89    122    130   0.489
   146    671 20.000 |  0.825  0.581  0.373      89    123    134   0.497
   146    773 15.000 |  0.777  0.554  0.373      89    125    137   0.483
   146    837 10.000 |  0.723  0.533  0.373      90    126    138   0.482
   146    909  5.000 |  0.701  0.524  0.373      90    126    140   0.486
   146   1243  0.000 |  0.685  0.517  0.373      90    127    141   0.490
#
