# watGNN/1jfb_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
   184     85 95.000 |  7.601  6.008 10.000      56     68     69   0.338
   184    135 90.000 |  6.415  4.509  2.231      72     88     91   0.340
   184    180 85.000 |  9.786  4.990  0.684      79    100    105   0.385
   184    219 80.000 |  5.088  2.956  0.594      84    107    114   0.411
   184    263 75.000 |  3.556  2.054  0.471      94    119    128   0.424
   184    312 70.000 |  2.669  1.484  0.427     102    128    139   0.450
   184    361 65.000 |  2.172  1.174  0.407     107    135    148   0.460
   184    414 60.000 |  1.924  1.048  0.407     107    138    152   0.469
   184    468 55.000 |  1.710  0.946  0.399     108    141    155   0.482
   184    532 50.000 |  1.356  0.789  0.390     110    145    159   0.493
   184    588 45.000 |  1.159  0.713  0.384     111    147    162   0.505
   184    641 40.000 |  1.128  0.692  0.379     112    148    164   0.509
   184    717 35.000 |  1.065  0.669  0.379     113    149    165   0.508
   184    796 30.000 |  0.958  0.632  0.379     113    150    166   0.511
   184    888 25.000 |  0.854  0.599  0.379     113    150    167   0.522
   184    989 20.000 |  0.839  0.589  0.379     114    151    168   0.521
   184   1105 15.000 |  0.815  0.576  0.379     114    153    171   0.516
   184   1210 10.000 |  0.810  0.573  0.379     114    153    171   0.522
   184   1326  5.000 |  0.742  0.555  0.379     114    153    172   0.517
   184   1695  0.000 |  0.739  0.553  0.379     114    153    173   0.515
#
