# watGNN/4nsv_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
   122     58 95.000 |  7.300  5.510 10.000      51     54     54   0.249
   122     82 90.000 |  6.193  4.182  0.565      60     67     68   0.298
   122    114 85.000 |  5.492  3.213  0.402      69     79     80   0.315
   122    139 80.000 |  4.704  2.443  0.368      76     87     88   0.312
   122    170 75.000 |  3.313  1.756  0.359      80     91     93   0.319
   122    200 70.000 |  2.597  1.339  0.340      83     95     98   0.328
   122    239 65.000 |  1.827  0.922  0.323      87    102    105   0.336
   122    270 60.000 |  1.691  0.854  0.323      88    104    107   0.341
   122    304 55.000 |  1.535  0.776  0.323      88    105    109   0.350
   122    345 50.000 |  1.266  0.621  0.320      91    109    114   0.358
   122    371 45.000 |  0.931  0.516  0.318      92    110    116   0.365
   122    423 40.000 |  0.628  0.437  0.318      92    112    118   0.370
   122    454 35.000 |  0.608  0.431  0.318      92    112    118   0.370
   122    505 30.000 |  0.608  0.431  0.318      92    112    118   0.370
   122    554 25.000 |  0.602  0.430  0.318      92    112    118   0.384
   122    596 20.000 |  0.575  0.417  0.318      93    113    119   0.385
   122    648 15.000 |  0.575  0.417  0.318      93    113    119   0.385
   122    689 10.000 |  0.572  0.416  0.318      93    113    119   0.384
   122    720  5.000 |  0.572  0.416  0.318      93    113    119   0.384
   122    996  0.000 |  0.492  0.386  0.309      94    115    121   0.386
#
