# watGNN/2xod_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    29     13 95.000 |  8.697  7.560 10.000       7      7      7   0.316
    29     20 90.000 |  8.763  7.118  9.756       9      9      9   0.318
    29     25 85.000 |  9.149  6.663  6.794      11     11     12   0.374
    29     38 80.000 |  5.889  4.141  1.431      11     13     15   0.488
    29     51 75.000 |  4.578  2.966  0.738      13     16     18   0.493
    29     67 70.000 |  4.189  2.597  0.658      14     17     19   0.481
    29     76 65.000 |  3.933  2.364  0.658      14     17     20   0.509
    29     86 60.000 |  3.485  2.069  0.473      15     18     21   0.498
    29     97 55.000 |  3.318  1.931  0.473      15     19     22   0.519
    29    107 50.000 |  3.047  1.809  0.473      15     19     22   0.519
    29    126 45.000 |  2.572  1.523  0.473      15     19     22   0.519
    29    147 40.000 |  2.572  1.523  0.473      15     19     22   0.519
    29    158 35.000 |  2.572  1.523  0.473      15     19     22   0.519
    29    180 30.000 |  2.572  1.523  0.473      15     19     22   0.519
    29    213 25.000 |  1.669  1.072  0.473      15     20     24   0.556
    29    266 20.000 |  1.297  0.884  0.473      15     21     25   0.609
    29    323 15.000 |  0.988  0.744  0.473      15     21     27   0.651
    29    400 10.000 |  0.988  0.744  0.473      15     21     27   0.651
    29    451  5.000 |  0.969  0.733  0.473      15     21     28   0.639
    29    584  0.000 |  0.788  0.666  0.473      15     21     29   0.666
#
