# watGNN/3aks_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    86     23 95.000 |  8.687  7.702 10.000      17     19     19   0.265
    86     35 90.000 |  7.927  6.624 10.000      21     25     25   0.294
    86     62 85.000 |  6.503  4.818  3.545      29     35     36   0.344
    86     82 80.000 |  7.858  4.860  2.421      34     40     41   0.369
    86    101 75.000 |  6.061  3.853  1.236      36     42     44   0.395
    86    124 70.000 |  4.377  2.599  0.586      40     48     53   0.535
    86    153 65.000 |  3.535  2.044  0.586      40     51     57   0.551
    86    179 60.000 |  2.635  1.468  0.515      43     58     65   0.541
    86    201 55.000 |  2.443  1.372  0.515      43     59     66   0.544
    86    222 50.000 |  2.266  1.305  0.515      43     59     66   0.544
    86    254 45.000 |  2.125  1.226  0.515      43     60     68   0.561
    86    287 40.000 |  1.897  1.072  0.476      45     63     71   0.557
    86    324 35.000 |  1.595  0.983  0.476      45     63     71   0.557
    86    371 30.000 |  1.534  0.958  0.476      45     63     71   0.572
    86    422 25.000 |  1.316  0.849  0.474      46     64     73   0.577
    86    467 20.000 |  0.954  0.667  0.459      47     69     79   0.597
    86    513 15.000 |  0.803  0.631  0.459      47     69     79   0.597
    86    551 10.000 |  0.803  0.631  0.459      47     69     79   0.597
    86    584  5.000 |  0.803  0.631  0.459      47     69     79   0.597
    86    778  0.000 |  0.720  0.582  0.443      48     71     83   0.582
#
