# watGNN/4kqp_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    99     38 95.000 |  8.131  6.865 10.000      26     27     28   0.283
    99     65 90.000 |  7.190  5.458  5.198      34     39     41   0.358
    99     88 85.000 |  7.616  5.103  3.629      38     44     46   0.347
    99    117 80.000 |  6.255  3.774  0.835      43     52     54   0.404
    99    155 75.000 |  3.785  2.075  0.522      48     66     68   0.470
    99    184 70.000 |  3.010  1.665  0.505      49     68     71   0.484
    99    199 65.000 |  2.921  1.620  0.505      49     68     71   0.484
    99    220 60.000 |  2.797  1.536  0.505      49     69     72   0.501
    99    247 55.000 |  2.313  1.352  0.505      49     70     73   0.502
    99    283 50.000 |  2.201  1.252  0.505      49     71     75   0.544
    99    314 45.000 |  1.813  1.077  0.488      50     72     76   0.570
    99    348 40.000 |  1.589  0.941  0.467      53     76     80   0.541
    99    386 35.000 |  1.404  0.866  0.467      53     77     81   0.542
    99    435 30.000 |  1.240  0.812  0.467      53     77     81   0.558
    99    503 25.000 |  1.019  0.713  0.467      53     77     85   0.578
    99    558 20.000 |  0.895  0.666  0.467      53     77     87   0.596
    99    625 15.000 |  0.880  0.657  0.467      53     77     88   0.587
    99    702 10.000 |  0.832  0.628  0.467      53     80     90   0.586
    99    771  5.000 |  0.832  0.628  0.467      53     80     90   0.586
    99   1005  0.000 |  0.795  0.612  0.467      53     80     91   0.593
#
