# watGNN/1p1x_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    53     40 95.000 |  7.339  5.070  1.337      23     26     27   0.295
    53     64 90.000 |  7.102  3.768  0.322      31     35     36   0.280
    53     78 85.000 |  5.353  2.680  0.305      33     37     38   0.277
    53     95 80.000 |  4.115  2.121  0.305      34     39     40   0.290
    53    124 75.000 |  2.392  1.175  0.263      38     43     44   0.291
    53    147 70.000 |  2.153  1.040  0.263      38     43     45   0.308
    53    174 65.000 |  1.780  0.865  0.263      39     44     46   0.308
    53    200 60.000 |  1.287  0.680  0.263      39     44     46   0.364
    53    217 55.000 |  1.025  0.581  0.263      39     45     47   0.371
    53    248 50.000 |  0.990  0.571  0.263      39     45     47   0.403
    53    295 45.000 |  0.893  0.529  0.263      39     45     48   0.415
    53    339 40.000 |  0.796  0.503  0.263      39     45     48   0.415
    53    378 35.000 |  0.718  0.464  0.263      40     46     49   0.415
    53    428 30.000 |  0.594  0.422  0.263      40     47     50   0.422
    53    471 25.000 |  0.594  0.422  0.263      40     47     50   0.422
    53    538 20.000 |  0.594  0.422  0.263      40     47     50   0.422
    53    628 15.000 |  0.594  0.422  0.263      40     47     50   0.422
    53    682 10.000 |  0.566  0.409  0.263      40     48     51   0.409
    53    742  5.000 |  0.566  0.409  0.263      40     48     51   0.409
    53   1007  0.000 |  0.515  0.382  0.263      41     49     52   0.382
#
