# watGNN/3soj_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    41     10 95.000 |  8.881  7.889 10.000       8      9      9   0.216
    41     19 90.000 |  7.837  6.444 10.000      11     13     13   0.289
    41     29 85.000 |  6.723  5.153  4.720      12     16     16   0.332
    41     44 80.000 |  6.207  3.838  0.766      17     23     23   0.367
    41     52 75.000 |  4.881  2.889  0.624      19     26     26   0.430
    41     63 70.000 |  3.972  2.474  0.624      19     26     26   0.430
    41     79 65.000 |  3.140  1.776  0.414      23     30     30   0.410
    41     95 60.000 |  3.041  1.706  0.414      23     30     30   0.410
    41    109 55.000 |  2.766  1.502  0.414      23     31     32   0.455
    41    125 50.000 |  1.668  0.922  0.396      25     34     35   0.447
    41    149 45.000 |  1.522  0.812  0.396      25     35     37   0.475
    41    168 40.000 |  1.367  0.732  0.396      25     35     38   0.492
    41    191 35.000 |  1.367  0.732  0.396      25     35     38   0.492
    41    209 30.000 |  1.367  0.732  0.396      25     35     38   0.492
    41    247 25.000 |  0.644  0.510  0.396      26     36     40   0.510
    41    291 20.000 |  0.633  0.505  0.396      26     36     40   0.505
    41    331 15.000 |  0.633  0.505  0.396      26     36     40   0.505
    41    383 10.000 |  0.633  0.505  0.396      26     36     40   0.505
    41    429  5.000 |  0.633  0.505  0.396      26     36     40   0.505
    41    543  0.000 |  0.633  0.505  0.396      26     36     40   0.505
#
