# watGNN/2fwh_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    47     16 95.000 |  8.287  7.160 10.000       9     10     12   0.454
    47     32 90.000 |  6.921  5.156  5.038      15     18     21   0.453
    47     44 85.000 |  7.197  4.695  1.340      18     21     24   0.433
    47     56 80.000 |  5.671  3.528  1.030      20     23     27   0.447
    47     65 75.000 |  4.177  2.779  0.965      21     24     28   0.441
    47     78 70.000 |  3.454  2.084  0.696      22     28     33   0.531
    47     92 65.000 |  3.022  1.741  0.671      23     29     35   0.574
    47    106 60.000 |  2.436  1.409  0.458      24     30     37   0.579
    47    120 55.000 |  2.292  1.321  0.458      25     31     38   0.577
    47    134 50.000 |  2.292  1.321  0.458      25     31     38   0.577
    47    163 45.000 |  1.843  1.058  0.444      26     32     41   0.573
    47    193 40.000 |  1.446  0.830  0.425      27     34     43   0.563
    47    225 35.000 |  1.234  0.742  0.425      27     34     44   0.577
    47    251 30.000 |  1.225  0.733  0.425      27     35     44   0.567
    47    286 25.000 |  0.968  0.663  0.425      27     36     45   0.544
    47    324 20.000 |  0.765  0.595  0.425      27     37     46   0.554
    47    374 15.000 |  0.765  0.595  0.425      27     37     46   0.554
    47    410 10.000 |  0.689  0.563  0.425      27     38     47   0.563
    47    460  5.000 |  0.689  0.563  0.425      27     38     47   0.563
    47    569  0.000 |  0.689  0.563  0.425      27     38     47   0.563
#
