# watGNN/1mc2_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    54     16 95.000 |  8.576  7.572 10.000      10     12     12   0.289
    54     31 90.000 |  7.478  6.062  6.942      13     17     17   0.324
    54     34 85.000 |  7.270  5.811  6.321      14     18     18   0.325
    54     50 80.000 |  6.598  4.348  0.866      21     28     28   0.349
    54     65 75.000 |  4.809  3.113  0.600      23     31     31   0.359
    54     80 70.000 |  3.739  2.361  0.558      26     34     34   0.344
    54    100 65.000 |  3.205  1.952  0.469      28     36     36   0.344
    54    113 60.000 |  2.931  1.747  0.469      28     37     38   0.381
    54    130 55.000 |  2.589  1.412  0.395      31     41     43   0.389
    54    154 50.000 |  1.855  1.029  0.395      31     43     45   0.408
    54    167 45.000 |  1.855  1.029  0.395      31     43     45   0.408
    54    183 40.000 |  1.329  0.774  0.382      32     45     47   0.435
    54    206 35.000 |  1.208  0.714  0.382      32     46     48   0.445
    54    231 30.000 |  1.114  0.692  0.382      32     46     48   0.445
    54    267 25.000 |  0.982  0.651  0.382      32     46     48   0.445
    54    310 20.000 |  0.695  0.526  0.382      33     49     51   0.463
    54    355 15.000 |  0.695  0.526  0.382      33     49     51   0.463
    54    417 10.000 |  0.689  0.524  0.382      33     49     52   0.460
    54    473  5.000 |  0.689  0.524  0.382      33     49     52   0.460
    54    579  0.000 |  0.546  0.457  0.362      34     51     54   0.457
#
