# watGNN/1lkk_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    36     13 95.000 |  8.180  6.942 10.000      10     10     10   0.240
    36     21 90.000 |  7.183  5.648  7.656      11     13     13   0.394
    36     31 85.000 |  5.968  4.129  1.226      14     18     18   0.411
    36     37 80.000 |  8.151  4.573  0.817      14     21     21   0.469
    36     43 75.000 |  5.465  3.224  0.688      14     23     23   0.494
    36     52 70.000 |  4.667  2.824  0.688      14     23     23   0.494
    36     63 65.000 |  3.157  1.806  0.563      16     25     27   0.519
    36     77 60.000 |  2.400  1.268  0.508      17     27     30   0.544
    36     99 55.000 |  1.308  0.839  0.508      17     28     32   0.564
    36    113 50.000 |  1.042  0.720  0.508      17     29     33   0.562
    36    130 45.000 |  1.008  0.709  0.508      17     29     33   0.562
    36    153 40.000 |  1.008  0.709  0.508      17     29     33   0.562
    36    177 35.000 |  1.008  0.709  0.508      17     29     33   0.562
    36    206 30.000 |  1.008  0.709  0.508      17     29     33   0.562
    36    248 25.000 |  0.838  0.644  0.508      17     29     34   0.581
    36    300 20.000 |  0.694  0.569  0.498      18     30     35   0.569
    36    358 15.000 |  0.694  0.569  0.498      18     30     35   0.569
    36    398 10.000 |  0.694  0.569  0.498      18     30     35   0.569
    36    442  5.000 |  0.694  0.569  0.498      18     30     35   0.569
    36    556  0.000 |  0.658  0.548  0.498      18     31     36   0.548
#
