# watGNN/2jhf_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
   121     53 95.000 |  7.693  6.067 10.000      43     47     47   0.238
   121     89 90.000 |  6.339  4.276  0.562      58     66     67   0.280
   121    120 85.000 | 11.176  5.167  0.415      64     75     76   0.294
   121    151 80.000 |  4.961  2.636  0.388      69     84     85   0.314
   121    172 75.000 |  4.002  2.159  0.364      71     87     88   0.318
   121    203 70.000 |  3.028  1.520  0.343      73     94     97   0.364
   121    233 65.000 |  2.647  1.336  0.322      75     96     99   0.363
   121    273 60.000 |  2.147  1.042  0.322      77    101    104   0.397
   121    321 55.000 |  1.884  0.933  0.322      77    103    105   0.397
   121    354 50.000 |  1.596  0.789  0.310      79    105    108   0.417
   121    405 45.000 |  1.521  0.752  0.310      79    106    109   0.422
   121    466 40.000 |  0.996  0.579  0.310      80    108    111   0.437
   121    521 35.000 |  0.899  0.554  0.310      80    108    111   0.437
   121    588 30.000 |  0.825  0.521  0.310      81    109    113   0.444
   121    665 25.000 |  0.719  0.495  0.310      81    109    113   0.443
   121    763 20.000 |  0.664  0.481  0.310      81    109    113   0.452
   121    874 15.000 |  0.664  0.481  0.310      81    109    113   0.452
   121    980 10.000 |  0.664  0.481  0.310      81    109    113   0.452
   121   1095  5.000 |  0.664  0.481  0.310      81    109    113   0.452
   121   1556  0.000 |  0.630  0.466  0.310      81    110    114   0.453
#
