# watGNN/2xom_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    59     16 95.000 |  8.544  7.393 10.000      14     15     15   0.260
    59     33 90.000 |  7.474  5.740  8.914      21     23     23   0.265
    59     46 85.000 |  7.289  4.862  1.792      26     29     29   0.319
    59     54 80.000 |  8.389  5.137  0.534      28     31     31   0.323
    59     73 75.000 |  6.711  3.782  0.520      29     37     37   0.376
    59     87 70.000 |  3.869  2.180  0.480      30     38     39   0.397
    59    105 65.000 |  2.888  1.676  0.480      31     41     42   0.401
    59    117 60.000 |  2.696  1.540  0.480      31     42     44   0.432
    59    134 55.000 |  2.332  1.306  0.453      32     44     46   0.428
    59    154 50.000 |  2.232  1.225  0.453      32     45     47   0.432
    59    184 45.000 |  1.834  1.060  0.453      32     45     48   0.442
    59    220 40.000 |  1.664  0.968  0.453      32     46     49   0.447
    59    238 35.000 |  1.490  0.883  0.453      32     47     50   0.449
    59    277 30.000 |  1.317  0.813  0.453      32     48     51   0.459
    59    308 25.000 |  1.136  0.713  0.441      33     49     52   0.478
    59    353 20.000 |  0.965  0.637  0.432      34     50     53   0.476
    59    413 15.000 |  0.872  0.594  0.432      34     50     55   0.476
    59    472 10.000 |  0.790  0.562  0.432      34     50     56   0.489
    59    528  5.000 |  0.719  0.541  0.432      34     50     56   0.489
    59    671  0.000 |  0.677  0.520  0.432      34     51     57   0.493
#
