# watGNN/4e3y_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
   110     58 95.000 |  7.164  5.427  7.122      44     48     48   0.260
   110     83 90.000 |  5.842  3.808  0.449      56     63     64   0.292
   110    109 85.000 |  9.131  4.161  0.386      62     70     73   0.336
   110    133 80.000 |  4.188  2.122  0.316      68     76     80   0.375
   110    152 75.000 |  3.238  1.660  0.312      70     78     83   0.380
   110    179 70.000 |  2.560  1.286  0.307      72     82     88   0.390
   110    204 65.000 |  1.959  1.020  0.307      73     84     90   0.393
   110    231 60.000 |  1.948  1.006  0.307      73     85     91   0.381
   110    265 55.000 |  1.729  0.891  0.307      73     86     94   0.399
   110    297 50.000 |  1.453  0.798  0.307      73     86     95   0.406
   110    332 45.000 |  1.091  0.650  0.307      76     89     98   0.405
   110    382 40.000 |  1.022  0.616  0.307      76     90     99   0.421
   110    412 35.000 |  0.810  0.544  0.307      76     91    101   0.446
   110    457 30.000 |  0.794  0.534  0.307      76     92    102   0.435
   110    534 25.000 |  0.672  0.484  0.307      77     94    104   0.449
   110    593 20.000 |  0.598  0.452  0.307      77     96    106   0.452
   110    659 15.000 |  0.583  0.445  0.307      77     97    107   0.445
   110    713 10.000 |  0.581  0.445  0.307      77     97    108   0.445
   110    762  5.000 |  0.581  0.445  0.307      77     97    108   0.445
   110    989  0.000 |  0.571  0.441  0.307      77     97    109   0.441
#
