# watGNN/4o6u_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    72     22 95.000 |  8.490  7.454 10.000      14     15     16   0.268
    72     47 90.000 |  6.831  5.186  5.921      24     29     30   0.337
    72     60 85.000 |  6.644  4.422  1.654      29     35     36   0.339
    72     77 80.000 |  8.551  4.448  0.587      32     40     43   0.387
    72     87 75.000 |  5.009  2.905  0.549      34     42     45   0.416
    72    111 70.000 |  3.777  2.111  0.509      36     45     50   0.438
    72    134 65.000 |  2.771  1.665  0.484      37     46     51   0.439
    72    157 60.000 |  2.443  1.461  0.484      37     47     53   0.492
    72    186 55.000 |  1.944  1.135  0.484      37     50     57   0.503
    72    210 50.000 |  1.671  0.978  0.465      39     53     60   0.507
    72    239 45.000 |  1.458  0.887  0.459      40     55     62   0.488
    72    271 40.000 |  1.296  0.816  0.459      40     55     63   0.500
    72    310 35.000 |  1.242  0.792  0.459      40     55     63   0.498
    72    348 30.000 |  0.926  0.654  0.446      41     57     66   0.511
    72    397 25.000 |  0.813  0.612  0.446      41     57     67   0.540
    72    450 20.000 |  0.794  0.603  0.446      41     57     67   0.554
    72    507 15.000 |  0.794  0.603  0.446      41     57     67   0.554
    72    553 10.000 |  0.787  0.599  0.446      41     57     68   0.550
    72    592  5.000 |  0.753  0.580  0.446      41     58     69   0.553
    72    747  0.000 |  0.753  0.580  0.446      41     58     69   0.553
#
