# watGNN/4wee_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    43      9 95.000 |  9.081  8.492 10.000       5      5      5   0.213
    43     20 90.000 |  7.939  6.816 10.000       9     11     11   0.307
    43     28 85.000 |  7.422  6.042  6.552      10     13     13   0.322
    43     41 80.000 |  9.499  6.490  4.543      12     16     16   0.349
    43     52 75.000 |  7.270  4.822  3.867      14     18     19   0.396
    43     66 70.000 |  5.786  3.827  1.267      17     21     22   0.382
    43     75 65.000 |  5.221  3.428  1.267      17     21     22   0.382
    43     81 60.000 |  5.214  3.411  1.267      17     21     22   0.435
    43     95 55.000 |  4.187  2.741  0.785      18     23     24   0.452
    43    113 50.000 |  3.236  2.142  0.785      18     23     25   0.482
    43    124 45.000 |  3.032  1.945  0.713      20     25     27   0.472
    43    152 40.000 |  2.343  1.473  0.531      21     29     31   0.488
    43    177 35.000 |  2.202  1.341  0.460      22     31     33   0.497
    43    207 30.000 |  2.063  1.239  0.460      22     32     34   0.501
    43    257 25.000 |  1.528  0.990  0.460      22     32     35   0.547
    43    304 20.000 |  1.261  0.839  0.460      22     34     37   0.567
    43    365 15.000 |  1.185  0.810  0.460      22     34     37   0.567
    43    447 10.000 |  0.794  0.645  0.460      22     34     40   0.645
    43    526  5.000 |  0.740  0.608  0.438      23     35     41   0.608
    43    694  0.000 |  0.740  0.608  0.438      23     35     41   0.608
#
