# watGNN/3vii_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
   197     95 95.000 |  7.428  5.763 10.000      69     79     80   0.280
   197    143 90.000 |  6.201  4.236  0.796      85    103    105   0.319
   197    178 85.000 |  6.406  3.826  0.580      91    114    116   0.328
   197    219 80.000 |  5.935  3.310  0.534      95    120    123   0.353
   197    270 75.000 |  3.921  2.155  0.425     103    133    136   0.363
   197    316 70.000 |  2.860  1.578  0.371     109    143    147   0.378
   197    379 65.000 |  2.389  1.259  0.356     115    152    156   0.394
   197    431 60.000 |  1.926  1.040  0.356     115    156    162   0.410
   197    480 55.000 |  1.673  0.899  0.335     118    161    167   0.411
   197    542 50.000 |  1.338  0.773  0.334     119    164    171   0.429
   197    607 45.000 |  1.162  0.705  0.334     120    166    174   0.439
   197    681 40.000 |  1.004  0.638  0.331     122    169    178   0.437
   197    744 35.000 |  0.946  0.607  0.331     123    171    180   0.452
   197    821 30.000 |  0.880  0.579  0.331     123    173    182   0.455
   197    927 25.000 |  0.774  0.536  0.331     124    175    186   0.457
   197   1032 20.000 |  0.699  0.509  0.331     124    176    188   0.468
   197   1134 15.000 |  0.669  0.495  0.331     125    177    189   0.466
   197   1241 10.000 |  0.657  0.490  0.331     125    178    191   0.460
   197   1333  5.000 |  0.643  0.486  0.331     125    178    191   0.467
   197   1844  0.000 |  0.634  0.483  0.331     125    178    191   0.472
#
