# watGNN/2vxn_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    94     46 95.000 |  7.371  5.759 10.000      33     36     36   0.242
    94     78 90.000 |  7.134  4.426  0.516      46     51     52   0.298
    94    105 85.000 |  6.183  3.383  0.424      50     56     58   0.326
    94    121 80.000 |  4.703  2.602  0.374      53     60     62   0.331
    94    146 75.000 |  3.593  2.035  0.341      55     63     65   0.330
    94    169 70.000 |  2.855  1.573  0.341      57     68     70   0.347
    94    191 65.000 |  2.624  1.457  0.341      57     68     70   0.347
    94    217 60.000 |  2.285  1.284  0.341      58     69     71   0.349
    94    253 55.000 |  2.151  1.201  0.341      58     69     72   0.358
    94    282 50.000 |  2.038  1.133  0.341      58     70     73   0.361
    94    328 45.000 |  1.630  0.874  0.314      62     75     78   0.381
    94    362 40.000 |  1.460  0.770  0.312      64     77     81   0.388
    94    401 35.000 |  1.342  0.733  0.312      64     77     81   0.388
    94    454 30.000 |  1.237  0.692  0.312      64     78     83   0.404
    94    505 25.000 |  0.998  0.608  0.312      64     78     85   0.423
    94    564 20.000 |  0.916  0.573  0.311      65     79     86   0.420
    94    645 15.000 |  0.823  0.550  0.311      65     79     86   0.420
    94    731 10.000 |  0.789  0.535  0.311      65     80     87   0.412
    94    797  5.000 |  0.789  0.535  0.311      65     80     87   0.412
    94   1065  0.000 |  0.683  0.492  0.311      65     80     89   0.436
#
