# watGNN/3e4g_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    86     27 95.000 |  8.373  7.156 10.000      20     24     24   0.265
    86     46 90.000 |  7.042  5.293  5.769      32     38     38   0.278
    86     55 85.000 |  6.643  4.790  3.329      33     40     40   0.286
    86     67 80.000 |  6.610  4.272  0.729      36     47     47   0.313
    86     81 75.000 |  7.802  4.253  0.604      39     52     53   0.345
    86     99 70.000 |  6.643  3.279  0.526      42     56     57   0.363
    86    118 65.000 |  3.704  1.975  0.480      44     59     61   0.383
    86    140 60.000 |  2.778  1.490  0.447      45     62     66   0.422
    86    151 55.000 |  2.598  1.392  0.404      46     63     67   0.419
    86    176 50.000 |  1.956  1.097  0.376      47     64     68   0.437
    86    208 45.000 |  1.582  0.928  0.376      48     67     71   0.451
    86    238 40.000 |  1.395  0.832  0.376      48     67     73   0.488
    86    274 35.000 |  1.146  0.738  0.376      48     68     74   0.511
    86    316 30.000 |  1.069  0.700  0.376      48     68     75   0.530
    86    361 25.000 |  1.047  0.682  0.376      49     69     76   0.529
    86    412 20.000 |  0.948  0.642  0.376      49     70     77   0.533
    86    474 15.000 |  0.812  0.596  0.376      49     71     78   0.551
    86    555 10.000 |  0.789  0.587  0.376      49     71     78   0.564
    86    632  5.000 |  0.778  0.579  0.376      49     72     79   0.557
    86    826  0.000 |  0.699  0.540  0.376      49     74     82   0.540
#
