# watGNN/3eo6_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    36     11 95.000 |  8.376  7.195 10.000       9      9      9   0.238
    36     20 90.000 |  7.480  5.982  9.182      10     12     12   0.296
    36     26 85.000 |  7.099  5.247  3.731      12     14     14   0.409
    36     34 80.000 |  7.467  5.155  3.003      14     16     16   0.381
    36     44 75.000 |  6.044  3.853  1.109      15     18     19   0.444
    36     52 70.000 |  5.466  3.564  1.109      15     18     19   0.444
    36     59 65.000 |  4.804  3.125  0.910      15     19     20   0.465
    36     74 60.000 |  3.420  2.100  0.530      16     22     23   0.469
    36     87 55.000 |  2.699  1.601  0.517      17     24     25   0.468
    36     98 50.000 |  2.442  1.514  0.517      17     24     25   0.468
    36    117 45.000 |  2.373  1.419  0.488      18     25     26   0.501
    36    135 40.000 |  1.911  1.103  0.448      19     27     28   0.500
    36    160 35.000 |  1.603  0.961  0.448      19     28     29   0.508
    36    198 30.000 |  1.387  0.838  0.448      19     28     30   0.526
    36    235 25.000 |  1.355  0.810  0.448      19     29     31   0.540
    36    288 20.000 |  0.779  0.609  0.448      19     30     33   0.609
    36    337 15.000 |  0.779  0.609  0.448      19     30     33   0.609
    36    380 10.000 |  0.779  0.609  0.448      19     30     33   0.609
    36    433  5.000 |  0.779  0.609  0.448      19     30     33   0.609
    36    549  0.000 |  0.686  0.564  0.448      19     30     35   0.564
#
