# watGNN/3wdn_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    37     12 95.000 |  8.562  7.575 10.000       8      8      8   0.210
    37     21 90.000 |  7.401  5.975  8.061      11     12     13   0.340
    37     34 85.000 |  7.243  4.932  2.893      14     16     17   0.357
    37     46 80.000 |  4.984  3.223  1.000      16     19     20   0.376
    37     63 75.000 |  3.722  2.313  0.706      18     22     24   0.439
    37     74 70.000 |  2.801  1.744  0.433      19     24     26   0.441
    37     85 65.000 |  2.516  1.535  0.433      19     25     27   0.448
    37    101 60.000 |  2.124  1.252  0.433      19     26     29   0.479
    37    119 55.000 |  2.020  1.144  0.433      19     27     31   0.515
    37    133 50.000 |  2.010  1.137  0.433      19     27     31   0.515
    37    161 45.000 |  1.679  0.964  0.411      20     28     32   0.510
    37    184 40.000 |  1.305  0.864  0.411      20     28     32   0.510
    37    203 35.000 |  1.305  0.864  0.411      20     28     32   0.510
    37    240 30.000 |  1.245  0.823  0.411      20     29     32   0.534
    37    277 25.000 |  0.978  0.679  0.380      21     30     33   0.555
    37    315 20.000 |  0.978  0.679  0.380      21     30     33   0.555
    37    369 15.000 |  0.978  0.679  0.380      21     30     33   0.555
    37    436 10.000 |  0.836  0.634  0.380      21     30     33   0.555
    37    507  5.000 |  0.784  0.608  0.380      21     30     34   0.569
    37    631  0.000 |  0.784  0.608  0.380      21     30     34   0.569
#
