# watGNN/2vha_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    88     51 95.000 |  7.171  5.354  6.865      35     37     39   0.243
    88     78 90.000 |  6.882  4.267  0.465      44     48     50   0.255
    88    102 85.000 |  5.631  2.943  0.330      51     58     61   0.294
    88    121 80.000 |  4.393  2.251  0.306      54     61     64   0.290
    88    144 75.000 |  3.314  1.715  0.295      55     64     67   0.302
    88    172 70.000 |  2.788  1.370  0.290      58     68     72   0.318
    88    197 65.000 |  2.620  1.256  0.290      58     70     74   0.327
    88    227 60.000 |  1.551  0.719  0.281      61     76     81   0.348
    88    252 55.000 |  1.339  0.632  0.281      62     77     82   0.348
    88    289 50.000 |  1.331  0.630  0.281      62     77     82   0.348
    88    329 45.000 |  1.296  0.609  0.281      62     77     83   0.360
    88    375 40.000 |  1.296  0.609  0.281      62     77     83   0.360
    88    420 35.000 |  1.082  0.540  0.281      62     78     84   0.363
    88    457 30.000 |  1.014  0.519  0.281      62     78     84   0.378
    88    534 25.000 |  0.916  0.489  0.281      62     79     85   0.381
    88    610 20.000 |  0.725  0.440  0.281      62     79     86   0.389
    88    689 15.000 |  0.725  0.440  0.281      62     79     86   0.389
    88    775 10.000 |  0.725  0.440  0.281      62     79     86   0.389
    88    871  5.000 |  0.526  0.401  0.281      62     79     87   0.401
    88   1184  0.000 |  0.526  0.401  0.281      62     79     87   0.401
#
