# watGNN/2ddx_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
   153     78 95.000 |  7.311  5.672  8.560      51     61     62   0.301
   153    121 90.000 |  6.512  4.066  0.570      69     86     88   0.334
   153    157 85.000 |  9.411  4.296  0.459      81    103    105   0.342
   153    186 80.000 |  4.727  2.387  0.429      86    111    113   0.351
   153    218 75.000 |  3.711  1.847  0.399      88    117    119   0.385
   153    257 70.000 |  2.589  1.226  0.382      95    126    128   0.388
   153    285 65.000 |  2.256  1.055  0.378      97    129    132   0.394
   153    323 60.000 |  1.597  0.803  0.370     100    134    137   0.394
   153    355 55.000 |  1.130  0.631  0.370     102    137    141   0.402
   153    389 50.000 |  1.048  0.600  0.370     102    138    142   0.403
   153    438 45.000 |  1.000  0.584  0.370     102    138    142   0.412
   153    483 40.000 |  0.977  0.576  0.370     102    138    142   0.412
   153    540 35.000 |  0.690  0.475  0.370     103    143    148   0.410
   153    600 30.000 |  0.674  0.472  0.370     103    143    148   0.410
   153    660 25.000 |  0.543  0.436  0.370     103    144    151   0.424
   153    754 20.000 |  0.543  0.436  0.370     103    144    151   0.424
   153    839 15.000 |  0.539  0.435  0.370     103    144    152   0.422
   153    897 10.000 |  0.509  0.424  0.370     103    145    153   0.424
   153    941  5.000 |  0.509  0.424  0.370     103    145    153   0.424
   153   1266  0.000 |  0.509  0.424  0.370     103    145    153   0.424
#
