# watGNN/1gci_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    98     34 95.000 |  8.166  6.900 10.000      25     26     27   0.359
    98     67 90.000 |  6.510  4.714  3.423      40     43     44   0.356
    98     92 85.000 |  6.391  3.829  0.937      43     50     51   0.376
    98    114 80.000 |  4.482  2.714  0.575      47     57     59   0.395
    98    140 75.000 |  3.319  2.004  0.487      50     63     66   0.417
    98    173 70.000 |  2.751  1.616  0.444      53     68     72   0.430
    98    202 65.000 |  2.492  1.434  0.444      53     71     76   0.451
    98    228 60.000 |  2.346  1.323  0.444      53     72     77   0.484
    98    260 55.000 |  1.947  1.108  0.439      54     75     80   0.486
    98    292 50.000 |  1.902  1.086  0.439      54     75     80   0.486
    98    326 45.000 |  1.699  0.963  0.433      55     78     83   0.492
    98    372 40.000 |  1.286  0.790  0.424      56     81     86   0.499
    98    421 35.000 |  1.156  0.719  0.424      56     84     89   0.498
    98    473 30.000 |  1.033  0.656  0.420      57     86     91   0.499
    98    532 25.000 |  0.956  0.635  0.420      57     86     91   0.499
    98    590 20.000 |  0.798  0.590  0.420      57     86     92   0.506
    98    639 15.000 |  0.798  0.590  0.420      57     86     92   0.506
    98    680 10.000 |  0.798  0.590  0.420      57     86     92   0.506
    98    721  5.000 |  0.737  0.572  0.420      57     86     92   0.518
    98    984  0.000 |  0.682  0.548  0.420      57     87     94   0.516
#
