# watGNN/1rtq_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
   108     36 95.000 |  8.227  6.930 10.000      31     31     31   0.216
   108     63 90.000 |  7.062  5.245  4.666      42     45     48   0.338
   108     88 85.000 |  6.632  4.308  1.287      46     52     55   0.350
   108    109 80.000 |  8.325  4.314  0.781      48     59     63   0.423
   108    139 75.000 |  4.324  2.589  0.531      50     62     66   0.443
   108    173 70.000 |  2.951  1.805  0.510      53     68     74   0.465
   108    198 65.000 |  2.501  1.523  0.495      54     71     78   0.478
   108    235 60.000 |  2.143  1.293  0.471      56     73     82   0.514
   108    262 55.000 |  1.959  1.177  0.471      56     73     84   0.548
   108    288 50.000 |  1.784  1.083  0.471      56     75     86   0.550
   108    331 45.000 |  1.573  0.970  0.454      57     77     88   0.563
   108    377 40.000 |  1.331  0.859  0.454      57     79     91   0.577
   108    413 35.000 |  1.236  0.823  0.454      57     79     91   0.589
   108    475 30.000 |  1.077  0.760  0.454      57     79     93   0.615
   108    543 25.000 |  1.040  0.741  0.454      57     79     94   0.635
   108    626 20.000 |  0.894  0.684  0.454      57     80     97   0.652
   108    698 15.000 |  0.850  0.662  0.454      57     80    100   0.650
   108    767 10.000 |  0.835  0.652  0.454      57     81    101   0.639
   108    818  5.000 |  0.832  0.649  0.454      57     81    101   0.637
   108   1144  0.000 |  0.818  0.641  0.454      57     82    101   0.628
#
