# watGNN/2pvb_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    38     16 95.000 |  7.913  6.648 10.000       8     11     11   0.301
    38     29 90.000 |  7.179  5.638  6.604      10     13     13   0.288
    38     43 85.000 |  7.132  4.599  0.947      13     20     21   0.413
    38     51 80.000 |  5.206  3.269  0.710      14     22     23   0.422
    38     61 75.000 |  4.245  2.707  0.710      14     23     24   0.443
    38     75 70.000 |  3.720  2.160  0.627      15     25     27   0.537
    38     90 65.000 |  3.125  1.863  0.607      15     26     28   0.537
    38    103 60.000 |  2.938  1.681  0.598      16     27     29   0.534
    38    115 55.000 |  2.859  1.586  0.598      16     28     30   0.536
    38    133 50.000 |  2.854  1.584  0.598      16     28     30   0.536
    38    152 45.000 |  2.373  1.240  0.587      17     30     32   0.530
    38    180 40.000 |  1.928  0.968  0.587      17     32     34   0.538
    38    203 35.000 |  1.623  0.887  0.587      17     32     34   0.538
    38    230 30.000 |  1.233  0.774  0.587      17     32     34   0.538
    38    258 25.000 |  1.233  0.774  0.587      17     32     34   0.538
    38    286 20.000 |  0.946  0.685  0.587      17     32     34   0.573
    38    329 15.000 |  0.791  0.598  0.552      18     34     36   0.544
    38    361 10.000 |  0.738  0.579  0.552      18     34     36   0.579
    38    390  5.000 |  0.738  0.579  0.552      18     34     36   0.579
    38    488  0.000 |  0.680  0.551  0.552      18     35     37   0.551
#
