# watGNN/1nki_A.pdb
# Protein CA rmsd=  0.000
#  N   Nprd scorecut |   RMSD    Ave    Med   TP<0.5  TP<1.0  TP<1.5
    44     16 95.000 |  8.092  6.765 10.000      12     13     13   0.262
    44     28 90.000 |  6.814  5.068  5.225      17     19     19   0.359
    44     36 85.000 |  7.181  4.726  0.818      20     23     23   0.425
    44     49 80.000 |  8.714  5.029  0.485      22     25     25   0.406
    44     60 75.000 |  6.805  3.738  0.460      24     28     28   0.412
    44     67 70.000 |  5.768  3.171  0.460      24     28     28   0.412
    44     77 65.000 |  5.466  3.016  0.460      24     28     28   0.412
    44     91 60.000 |  4.322  2.314  0.460      24     29     29   0.461
    44    110 55.000 |  3.283  1.815  0.460      24     30     30   0.476
    44    136 50.000 |  2.618  1.487  0.418      25     31     31   0.468
    44    167 45.000 |  2.295  1.285  0.418      25     32     32   0.475
    44    186 40.000 |  1.981  1.113  0.418      25     33     34   0.508
    44    213 35.000 |  1.748  1.030  0.418      25     33     34   0.508
    44    247 30.000 |  1.347  0.844  0.415      26     34     36   0.517
    44    299 25.000 |  1.094  0.701  0.415      27     36     39   0.513
    44    363 20.000 |  0.727  0.551  0.380      28     38     41   0.517
    44    429 15.000 |  0.707  0.539  0.380      28     39     41   0.505
    44    497 10.000 |  0.707  0.539  0.380      28     39     41   0.505
    44    582  5.000 |  0.707  0.539  0.380      28     39     41   0.505
    44    724  0.000 |  0.707  0.539  0.380      28     39     41   0.505
#
